#Acq. time (s)=	1
#Accumulations=	30
#Range (cm-¹)=	200...1800
#Windows=	2
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60.16
#Instrument=	XploRA
#Detector=	Syncerity
#Objective=	x10
#Grating=	1200
#Filter=	100%
#Laser (nm)=	785
#Slit=	100
#Hole=	300
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	0
#Full time(mm:ss)=	1:16
#Project=	
#Sample=	
#Site=	
#Title=	0_5
#Remark=	
#Date=	28.06.2024 15:31
#Acquired=	28.06.2024 15:31:09
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
200.052	128.931
201.312	130.517
202.571	132.862
203.83	134.31
205.088	131.552
206.346	130.241
207.604	131.828
208.862	135.552
210.119	135.828
211.376	133
212.633	138.103
213.889	135.552
215.145	130.931
216.401	137
217.656	137.897
218.91	138.724
220.166	137.138
221.42	137.345
222.674	134.724
223.928	133.897
225.182	143.276
226.434	138.862
227.687	138.241
228.94	137.345
230.191	138.379
231.444	139.69
232.695	138.517
233.946	138.655
235.197	137.966
236.447	140.862
237.698	138.586
238.948	142.517
240.198	137.483
241.447	139.414
242.695	142.172
243.944	139.552
245.193	143.069
246.441	142.103
247.688	144.655
248.936	144.586
250.182	146.034
251.43	146.31
252.676	147.207
253.922	147.69
255.167	150.517
256.413	147.965
257.658	148.103
258.903	147.483
260.147	148.241
261.392	142.448
262.636	147.276
263.879	145.552
265.122	145.414
266.365	145.207
267.608	145.483
268.85	146.931
270.092	144.034
271.334	144.034
272.575	143.138
273.816	145.276
275.057	143
276.297	143.621
277.538	144.862
278.777	138.724
280.016	139.966
281.256	141.897
282.494	145.69
283.733	143.345
284.971	141.621
286.209	146.241
287.447	141.345
288.684	139.621
289.921	143.345
291.157	142.035
292.394	143.345
293.63	144.172
294.865	143.345
296.1	144.586
297.335	140.793
298.57	139.276
299.804	140.31
301.038	143.828
302.271	144.241
303.506	145.69
304.739	142.379
305.971	146.103
307.204	140.724
308.436	140.862
309.668	140.035
310.899	139.828
312.13	137.759
313.361	138.034
314.592	135.414
315.822	136.379
317.051	137
318.282	138.379
319.511	135.69
320.74	135.414
321.968	135.276
323.196	135.483
324.425	136.517
325.652	133.345
326.88	133.69
328.107	134.448
329.333	135.759
330.56	133.621
331.786	131.965
333.012	133.621
334.238	134.31
335.463	131.345
336.688	132.862
337.913	132.31
339.137	131.966
340.361	133.897
341.584	132.035
342.807	129.69
344.031	129.276
345.254	133.138
346.475	128.931
347.698	128.655
348.919	130.448
350.14	130.379
351.361	129.828
352.583	133.069
353.803	132.379
355.023	130.241
356.243	131.483
357.462	128.724
358.682	128.034
359.901	131.138
361.119	130.172
362.337	132.31
363.555	132.931
364.773	134.103
365.99	138.655
367.207	138.724
368.424	138.724
369.64	139.483
370.856	144.31
372.072	141.552
373.288	143.828
374.503	149.069
375.717	154.241
376.932	155.483
378.146	161.345
379.36	163.552
380.574	165.138
381.787	166.793
382.999	163.897
384.212	165.759
385.424	164.379
386.636	165.69
387.848	164.172
389.06	168.655
390.271	164.793
391.481	165.69
392.692	161.207
393.902	159.828
395.112	158.241
396.322	159.828
397.531	159.207
398.739	158.379
399.948	162.655
401.156	163.759
402.364	165.483
403.571	163.552
404.779	163.483
405.986	167.69
407.192	163.138
408.399	168.172
409.605	165.828
410.81	168.379
412.016	167.965
413.222	165.69
414.426	165.138
415.63	162.379
416.834	162.379
418.038	155.414
419.242	156.034
420.445	151.759
421.648	149.621
422.85	150.448
424.053	148.241
425.255	144.379
426.457	147
427.658	146.517
428.859	144.241
430.06	143.276
431.26	143.828
432.461	142.172
433.66	144.724
434.86	146.931
436.058	142.586
437.258	146.448
438.456	151
439.654	140.931
440.853	143.414
442.05	143.965
443.247	145.345
444.444	142.034
445.64	143.276
446.837	147
448.033	143.069
449.229	142.655
450.424	141.966
451.619	141.345
452.815	142.655
454.009	143.069
455.203	141.138
456.397	141.483
457.59	139.483
458.784	141.069
459.977	143.965
461.169	142.655
462.361	139.828
463.554	144.241
464.745	149.69
465.936	146.793
467.128	152.655
468.318	155.345
469.509	159
470.699	166.241
471.889	165
473.078	175.483
474.268	178.724
475.456	178.034
476.645	186.655
477.833	189.69
479.021	190.448
480.209	192.586
481.396	190.655
482.583	191.69
483.77	190.724
484.956	189.621
486.142	192.862
487.328	187.621
488.514	185.345
489.699	183.897
490.884	184.034
492.068	177.965
493.253	176.172
494.436	175.897
495.62	170.31
496.803	168.655
497.986	168.724
499.169	166.379
500.351	167.552
501.534	170.31
502.715	168.724
503.897	174.172
505.078	174.172
506.259	175.138
507.439	181.138
508.619	180.862
509.8	184.862
510.98	188.655
512.158	186.448
513.337	190.931
514.516	194.655
515.695	198.034
516.872	206.31
518.05	209.621
519.227	218.655
520.405	225.828
521.582	225.69
522.758	225.828
523.934	229.345
