"工单号","工作要点说明","工单状态","设备编码","车型-列车号","工作班组编码","工作班组名称","工单类型","故障时间","完工时间","修理时间(分钟)","计划工时","故障信息来源","系统功能","子项功能","底层功能","故障描述","故障影响","纠正措施","故障情况","处理情况","车辆原因","扣修","扣修天数","晚点分钟","中途晚点分钟","晚点有责"
5393438,0409#架修借用工单,工作完成,AC05-0409,AC05-0409,RS-04,维修二部（4#）,故障修工单,2022-08-01-09.00.00,2023-02-19-19.30.00,291510,0,,其他,,,故障,,,工作令号：蒲架（04A01）-2022-1-1,按规程完成均衡修作业。（检修二班）,N,N,,,,
5403974,列车号错误，申请取消工单,工作请求,04A02-0455,04A02-0455,RS-04,维修二部（4#）,故障修工单,2022-08-06-10.00.00,,,0,维修二部,乘客信息（PIS）,,,故障,,,列车号错误，申请取消工单,列车号错误，申请取消工单,N,N,,,,
5522019,3/4号线ATO模式继电器回路整改,结束,04A02-0436,04A02-0436,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-10-31-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 436#ATO模式继电器回路整改,按技术要求完成436#ATO模式继电器回路整改。（日检四班）,N,N,,,,
5523920,3/4号线ATO模式继电器回路整改,结束,04A02-0429,04A02-0429,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 429#ATO模式继电器回路整改,按技术要求完成429#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523921,3/4号线ATO模式继电器回路整改,结束,04A02-0430,04A02-0430,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 430#ATO模式继电器回路整改,按技术要求完成430#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523922,3/4号线ATO模式继电器回路整改,结束,04A02-0431,04A02-0431,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 431#ATO模式继电器回路整改,按技术要求完成431#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523923,3/4号线ATO模式继电器回路整改,结束,04A02-0432,04A02-0432,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-11-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 432#ATO模式继电器回路整改,按技术要求完成整改（日检二班）,N,N,,,,
5523924,3/4号线ATO模式继电器回路整改,结束,04A02-0433,04A02-0433,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 433#ATO模式继电器回路整改,按技术要求完成433#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523925,3/4号线ATO模式继电器回路整改,结束,04A02-0434,04A02-0434,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-11-12.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 434#ATO模式继电器回路整改,按技术要求完成整改（日检二班）,N,N,,,,
5523926,3/4号线ATO模式继电器回路整改,结束,04A02-0435,04A02-0435,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 435#ATO模式继电器回路整改,按技术要求完成435#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523927,3/4号线ATO模式继电器回路整改,结束,04A02-0450,04A02-0450,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 450#ATO模式继电器回路整改,按技术要求完成450#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523928,3/4号线ATO模式继电器回路整改,结束,04A02-0451,04A02-0451,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 451#ATO模式继电器回路整改,按技术要求完成451#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523929,3/4号线ATO模式继电器回路整改,结束,04A02-0452,04A02-0452,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 452#ATO模式继电器回路整改,按技术要求完成452#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523930,3/4号线ATO模式继电器回路整改,结束,04A02-0453,04A02-0453,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 453#ATO模式继电器回路整改,按技术要求完成453#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523931,3/4号线ATO模式继电器回路整改,结束,04A02-0454,04A02-0454,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 454#ATO模式继电器回路整改,按技术要求完成454#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5523932,3/4号线ATO模式继电器回路整改,结束,04A02-0455,04A02-0455,RS-04,维修二部（4#）,故障修工单,2022-10-30-00.00.00,2022-11-06-11.00.00,60,1,,,,,,,,工作令号：整（04A02）-2022-10-13 455#ATO模式继电器回路整改,按技术要求完成455#ATO模式继电器回路整改。（日检一班）,N,N,,,,
5545112,0431#架修借用工单,已下达,04A02-0431,04A02-0431,RS-04,维修二部（4#）,故障修工单,2022-11-17-09.00.00,,,1,维修二部,转向架,,,故障,,,工作令号:蒲架（04A02）-2022-7-1 0431#架修借用工单,2022-11-17 申通长客借用03A020501001拖车转向架2个 序列号0072 0074，用于故障单WO：5543289,N,N,,,,
5568378,423#架修借用工单,已开始,AC05-0423,AC05-0423,RS-04,维修二部（4#）,故障修工单,2022-12-01-09.00.00,,,1,维修二部,其他,,,故障,,,工作令号：蒲架（04A01）-2022-8-2,2022-11-30 中车申通借用2502005 动车轮对总成，故障工单号WO：5567258,N,N,,,,
5589843,0416#架修借用工单,已开始,AC05-0416,AC05-0416,RS-04,维修二部（4#）,故障修工单,2022-12-13-09.00.00,,,1,维修二部,其他,,,故障,,,工作令号：蒲架（04A01）-2022-2-1 0416#架修借用工单,2022-12-13 中车申通借用2507463 实验装置T2 1个 故障工单号：5590001,N,N,,,,
5592707,04A01型列车辅逆母线隔离整改,结束,AC05-0404,AC05-0404,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2022-12-16-11.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 404#列车辅逆母线隔离整改,按要求完成404#列车辅逆母线隔离整改。（日检一班）,N,N,,,,
5627672,3/4号线列车主控器供电电路整改,FaultReport,04A02-0429,04A02-0429,RS-04,维修二部（4#）,故障修工单,2022-12-01-00.00.00,,,0,,,,,,,,工作令号：整（04A02）-2023-1-5,,N,N,,,,
5666814,04A01型列车外置式旁路装置改造,工作完成,AC05-0416,AC05-0416,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-22-10.00.00,14400,1,,,,,,,,工作令号：整（04A01）-2023-2-20 416#外置式旁路装置改造,已按要求完成0416#列车外置式旁路装置改造。（日检三班）,N,N,,,,
5675924,4号线列车5G系统改造,FaultReport,04A02-0436,04A02-0436,RS-04,维修二部（4#）,故障修工单,2023-01-30-00.00.00,,,0,,,,,,,,工作令号：整（04A02）-2023-2-22,,N,N,,,,
5675925,4号线列车5G系统改造,FaultReport,AC05-0418,AC05-0418,RS-04,维修二部（4#）,故障修工单,2023-01-30-00.00.00,,,0,,,,,,,,工作令号：整（04A01）-2023-2-22,,N,N,,,,
5691393,04A01型列车辅逆母线隔离整改,结束,AC05-0401,AC05-0401,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-02-27-10.18.23,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成整改（日检二班）,N,N,,,,
5691394,04A01型列车辅逆母线隔离整改,结束,AC05-0402,AC05-0402,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-02-27-10.10.23,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成整改（日检二班）,N,N,,,,
5691395,04A01型列车辅逆母线隔离整改,结束,AC05-0403,AC05-0403,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-02-28-13.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成整改（日检四班）,N,N,,,,
5691396,04A01型列车辅逆母线隔离整改,结束,AC05-0405,AC05-0405,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-02-28-13.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成整改（日检四班）,N,N,,,,
5691397,04A01型列车辅逆母线隔离整改,FaultReport,AC05-0406,AC05-0406,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,,,0,,,,,,,,工作令号：整（04A01）-2022-12-4,,N,N,,,,
5691398,04A01型列车辅逆母线隔离整改,结束,AC05-0407,AC05-0407,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-02-13.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 0407#列车辅逆母线隔离整改,已按要求完成0407#列车辅助母线隔离整改。,N,N,,,,
5691399,04A01型列车辅逆母线隔离整改,结束,AC05-0408,AC05-0408,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-02-13.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 0408#列车辅逆母线隔离整改,已按要求完成0408#列车辅逆母线隔离整改。,N,N,,,,
5691400,04A01型列车辅逆母线隔离整改,结束,AC05-0409,AC05-0409,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-07-15.28.23,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成整改（日检二班）,N,N,,,,
5691401,04A01型列车辅逆母线隔离整改,结束,AC05-0410,AC05-0410,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-05-27-17.28.23,420,1,,,,,,,,工作令号：整（04A01）-2022-12-4 410#列车辅逆母线隔离整改,按技术要求完成410#辅逆母线隔离整改（日检二班）,N,N,,,,
5691402,04A01型列车辅逆母线隔离整改,结束,AC05-0411,AC05-0411,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-07-15.28.23,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成整改（日检二班）,N,N,,,,
5691403,04A01型列车辅逆母线隔离整改,结束,AC05-0412,AC05-0412,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-09-10.28.24,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成0412#号列车辅逆母线隔离整改。（检修三班）,N,N,,,,
5691404,04A01型列车辅逆母线隔离整改,结束,AC05-0413,AC05-0413,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-09-10.28.24,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成0413#号列车辅逆母线隔离整改。（检修三班）,N,N,,,,
5691405,04A01型列车辅逆母线隔离整改,结束,AC05-0414,AC05-0414,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-10-16.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 0414#列车辅逆母线隔离整改,按要求完成0414#列车辅逆母线隔离整改。,N,N,,,,
5691406,04A01型列车辅逆母线隔离整改,结束,AC05-0415,AC05-0415,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-10-16.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 0415#列车辅逆母线隔离整改,按要求完成0415#列车辅逆母线隔离整改。,N,N,,,,
5691407,04A01型列车辅逆母线隔离整改,结束,AC05-0416,AC05-0416,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-13-11.28.24,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成0416#号列车辅逆母线隔离整改。（日检三班）,N,N,,,,
5691408,04A01型列车辅逆母线隔离整改,结束,AC05-0417,AC05-0417,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-13-11.28.24,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成0417#号列车辅逆母线隔离整改。（日检三班）,N,N,,,,
5691409,04A01型列车辅逆母线隔离整改,FaultReport,AC05-0418,AC05-0418,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,,,0,,,,,,,,工作令号：整（04A01）-2022-12-4,,N,N,,,,
5691410,04A01型列车辅逆母线隔离整改,结束,AC05-0419,AC05-0419,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-15-10.28.24,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成整改（日检二班）,N,N,,,,
5691411,04A01型列车辅逆母线隔离整改,结束,AC05-0420,AC05-0420,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-15-10.28.24,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成整改（日检二班）,N,N,,,,
5691412,04A01型列车辅逆母线隔离整改,FaultReport,AC05-0421,AC05-0421,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,,,0,,,,,,,,工作令号：整（04A01）-2022-12-4,,N,N,,,,
5691413,04A01型列车辅逆母线隔离整改,结束,AC05-0422,AC05-0422,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-16-13.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 422#辅逆母线隔离整改,按技术要求完成整改。（日检四班）,N,N,,,,
5691414,04A01型列车辅逆母线隔离整改,结束,AC05-0423,AC05-0423,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-16-13.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 423#辅逆母线隔离整改,按技术要求完成整改。（日检四班）,N,N,,,,
5691415,04A01型列车辅逆母线隔离整改,结束,AC05-0424,AC05-0424,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-17-14.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成0424#号列车辅逆母线隔离整改。（日检三班）,N,N,,,,
5691416,04A01型列车辅逆母线隔离整改,结束,AC05-0425,AC05-0425,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-17-14.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4,按技术要求完成0425#号列车辅逆母线隔离整改。（日检三班）,N,N,,,,
5691417,04A01型列车辅逆母线隔离整改,结束,AC05-0426,AC05-0426,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-20-14.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 426#辅逆母线隔离整改,按技术要求完成辅逆母线隔离整改。（日检四班）,N,N,,,,
5691418,04A01型列车辅逆母线隔离整改,结束,AC05-0427,AC05-0427,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-20-14.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 427#辅逆母线隔离整改,按技术要求完成辅逆母线隔离整改。（日检四班）,N,N,,,,
5691419,04A01型列车辅逆母线隔离整改,结束,AC05-0428,AC05-0428,RS-04,维修二部（4#）,故障修工单,2022-12-05-00.00.00,2023-03-20-14.00.00,60,1,,,,,,,,工作令号：整（04A01）-2022-12-4 428#辅逆母线隔离整改,按技术要求完成辅逆母线隔离整改。（日检四班）,N,N,,,,
5702195,3/4号线列车外置式旁路装置改造,工作完成,04A02-0429,04A02-0429,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-01-02-16.00.00,32040,1,,,,,,,,工作令号：整（04A02）-2023-3-1 429#外置式旁路装置改造,已按要求完成0429#列车外置式旁路装置改造。（日检一班）,N,N,,,,
5856911,04A01型列车外置式旁路装置改造,工作完成,AC05-0401,AC05-0401,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-21-16.00.00,11880,1,,,,,,,,工作令号：整（04A01）-2023-2-20 401#外置式旁路装置改造,已按要求完成0401#列车外置式旁路装置改造。（日检一班）,N,N,,,,
5856912,04A01型列车外置式旁路装置改造,工作完成,AC05-0402,AC05-0402,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-16-16.00.00,6120,1,,,,,,,,工作令号：整（04A01）-2023-2-20 402#外置式旁路装置改造,已按要求完成0402#列车外置式旁路装置改造。（日检一班）,N,N,,,,
5856913,04A01型列车外置式旁路装置改造,工作完成,AC05-0403,AC05-0403,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-19-16.00.00,10440,1,,,,,,,,工作令号：整（04A01）-2023-2-20 403#外置式旁路装置改造,已按要求完成0403#列车外置式旁路装置改造。（日检一班）,N,N,,,,
5856914,04A01型列车外置式旁路装置改造,工作完成,AC05-0404,AC05-0404,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-03-31-16.00.00,160200,1,,,,,,,,工作令号：整（04A01）-2023-2-20 404#外置式旁路装置改造,已按要求完成0404#列车外置式旁路装置改造。（日检一班）,N,N,,,,
5856915,04A01型列车外置式旁路装置改造,工作完成,AC05-0405,AC05-0405,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-20-16.00.00,9000,1,,,,,,,,工作令号：整（04A01）-2023-2-20 405#外置式旁路装置改造,已按要求完成0405#列车外置式旁路装置改造。（日检一班）,N,N,,,,
5856916,04A01型列车外置式旁路装置改造,准备,AC05-0406,AC05-0406,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,,,1,,,,,,,,工作令号：整（04A01）-2023-2-20,,N,N,,,,
5856917,04A01型列车外置式旁路装置改造,工作完成,AC05-0407,AC05-0407,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-24-16.00.00,16200,1,,,,,,,,工作令号：整（04A01）-2023-2-20 407#外置式旁路装置改造,已按要求完成0407#列车外置式旁路装置改造。（日检一班）,N,N,,,,
5856918,04A01型列车外置式旁路装置改造,工作完成,AC05-0408,AC05-0408,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-23-13.00.00,11520,1,,,,,,,,工作令号：整（04A01）-2023-2-20 408#外置式旁路装置改造,按技术要求完成408#外置式旁路装置改造。（日检四班）,N,N,,,,
5856919,04A01型列车外置式旁路装置改造,工作完成,AC05-0409,AC05-0409,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-15-13.00.00,2880,1,,,,,,,,工作令号：整（04A01）-2023-2-20 409#外置式旁路装置改造,按技术要求完成409#外置式旁路装置改造。（日检四班）,N,N,,,,
5856920,04A01型列车外置式旁路装置改造,工作完成,AC05-0410,AC05-0410,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-19-13.00.00,12960,1,,,,,,,,工作令号：整（04A01）-2023-2-20 410#外置式旁路装置改造,按技术要求完成410#外置式旁路装置改造。（日检四班）,N,N,,,,
5856921,04A01型列车外置式旁路装置改造,工作完成,AC05-0411,AC05-0411,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-28-14.00.00,24480,1,,,,,,,,工作令号：整（04A01）-2023-2-20 411#外置式旁路装置改造,按技术要求完成411#外置式旁路装置改造。（日检四班）,N,N,,,,
5856922,04A01型列车外置式旁路装置改造,工作完成,AC05-0412,AC05-0412,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-26-14.00.00,23040,1,,,,,,,,工作令号：整（04A01）-2023-2-20 412#外置式旁路装置改造,按技术要求完成412#外置式旁路装置改造。（日检四班）,N,N,,,,
5856923,04A01型列车外置式旁路装置改造,工作完成,AC05-0413,AC05-0413,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-24-14.00.00,15840,1,,,,,,,,工作令号：整（04A01）-2023-2-20 413#外置式旁路装置改造,按技术要求完成413#外置式旁路装置改造。（日检四班）,N,N,,,,
5856924,04A01型列车外置式旁路装置改造,工作完成,AC05-0414,AC05-0414,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-16-14.00.00,7200,1,,,,,,,,工作令号：整（04A01）-2023-2-20 414#外置式旁路装置改造,按技术要求完成414#外置式旁路装置改造。（日检四班）,N,N,,,,
5856925,04A01型列车外置式旁路装置改造,工作完成,AC05-0415,AC05-0415,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-29-10.00.00,28800,1,,,,,,,,工作令号：整（04A01）-2023-2-20 415#外置式旁路装置改造,已按要求完成0415#列车外置式旁路装置改造。（日检三班）,N,N,,,,
5856926,04A01型列车外置式旁路装置改造,工作完成,AC05-0417,AC05-0417,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-01-01-10.00.00,25920,1,,,,,,,,工作令号：整（04A01）-2023-2-20 417#外置式旁路装置改造,已按要求完成0417#列车外置式旁路装置改造。（日检三班）,N,N,,,,
5856927,04A01型列车外置式旁路装置改造,准备,AC05-0418,AC05-0418,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,,,1,,,,,,,,工作令号：整（04A01）-2023-2-20,,N,N,,,,
5856928,04A01型列车外置式旁路装置改造,工作完成,AC05-0419,AC05-0419,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-22-10.00.00,17280,1,,,,,,,,工作令号：整（04A01）-2023-2-20 419#外置式旁路装置改造,已按要求完成0419#列车外置式旁路装置改造。（日检三班）,N,N,,,,
5856929,04A01型列车外置式旁路装置改造,工作完成,AC05-0420,AC05-0420,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-02-28-15.00.00,300,1,,,,,,,,工作令号：整（04A01）-2023-2-20 420#外置式旁路装置改造,已按要求完成0420#列车外置式旁路装置改造。（日检三班）,N,N,,,,
5856930,04A01型列车外置式旁路装置改造,准备,AC05-0421,AC05-0421,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,,,1,,,,,,,,工作令号：整（04A01）-2023-2-20,,N,N,,,,
5856931,04A01型列车外置式旁路装置改造,工作完成,AC05-0422,AC05-0422,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-30-16.00.00,27780,1,,,,,,,,工作令号：整（04A01）-2023-2-20 422#列车外置式旁路装置改造,按技术要求完成422#外置式旁路装置改造整改（日检二班）,N,N,,,,
5856932,04A01型列车外置式旁路装置改造,工作完成,AC05-0423,AC05-0423,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-22-16.00.00,11880,1,,,,,,,,工作令号：整（04A01）-2023-2-20 423#列车外置式旁路装置改造,按技术要求完成423#外置式旁路装置改造整改（日检二班）,N,N,,,,
5856933,04A01型列车外置式旁路装置改造,工作完成,AC05-0424,AC05-0424,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-14-16.00.00,7560,1,,,,,,,,工作令号：整（04A01）-2023-2-20 424#列车外置式旁路装置改造,按技术要求完成424#外置式旁路装置改造整改（日检二班）,N,N,,,,
5856934,04A01型列车外置式旁路装置改造,工作完成,AC05-0425,AC05-0425,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-13-16.00.00,3240,1,,,,,,,,工作令号：整（04A01）-2023-2-20 425#列车外置式旁路装置改造,按技术要求完成425#外置式旁路装置改造整改（日检二班）,N,N,,,,
5856935,04A01型列车外置式旁路装置改造,工作完成,AC05-0426,AC05-0426,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-29-16.00.00,27720,1,,,,,,,,工作令号：整（04A01）-2023-2-20 426#列车外置式旁路装置改造,按技术要求完成426#外置式旁路装置改造整改（日检二班）,N,N,,,,
5856936,04A01型列车外置式旁路装置改造,工作完成,AC05-0427,AC05-0427,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-27-16.00.00,17640,1,,,,,,,,工作令号：整（04A01）-2023-2-20 427#列车外置式旁路装置改造,按技术要求完成427#外置式旁路装置改造整改（日检二班）,N,N,,,,
5856937,04A01型列车外置式旁路装置改造,工作完成,AC05-0428,AC05-0428,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-29-16.00.00,24840,1,,,,,,,,工作令号：整（04A01）-2023-2-20 428#列车外置式旁路装置改造,按技术要求完成428#外置式旁路装置改造整改（日检二班）,N,N,,,,
5856959,3/4号线列车外置式旁路装置改造,工作完成,04A02-0430,04A02-0430,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-30-16.00.00,20520,1,,,,,,,,工作令号：整（04A02）-2023-3-1 430#外置式旁路装置改造,已按要求完成0430#列车外置式旁路装置改造。（日检一班）,N,N,,,,
5856960,3/4号线列车外置式旁路装置改造,工作完成,04A02-0431,04A02-0431,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-01-01-13.00.00,4320,1,,,,,,,,工作令号：整（04A02）-2023-3-1 431#外置式旁路装置改造,按技术要求完成431#外置式旁路装置改造。（日检四班）,N,N,,,,
5856961,3/4号线列车外置式旁路装置改造,工作完成,04A02-0432,04A02-0432,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-02-02-14.00.00,60,1,,,,,,,,工作令号：整（04A02）-2023-3-1 432#外置式旁路装置改造,按技术要求完成432#外置式旁路装置改造。（日检四班）,N,N,,,,
5856962,3/4号线列车外置式旁路装置改造,工作完成,04A02-0433,04A02-0433,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-31-10.00.00,18720,1,,,,,,,,工作令号：整（04A02）-2023-3-1 433#外置式旁路装置改造,已按要求完成0433#列车外置式旁路装置改造。（日检三班）,N,N,,,,
5856963,3/4号线列车外置式旁路装置改造,工作完成,04A02-0434,04A02-0434,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-01-02-16.00.00,4680,1,,,,,,,,工作令号：整（04A02）-2023-3-1 434#列车外置式旁路装置改造,按技术要求完成434#外置式旁路装置改造整改（日检二班）,N,N,,,,
5856964,3/4号线列车外置式旁路装置改造,工作完成,04A02-0435,04A02-0435,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2022-12-30-10.00.00,18720,1,,,,,,,,工作令号：整（04A02）-2023-3-1 435#外置式旁路装置改造,已按要求完成0435#列车外置式旁路装置改造。（日检三班）,N,N,,,,
5856965,3/4号线列车外置式旁路装置改造,工作完成,04A02-0436,04A02-0436,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-03-28-19.00.00,540,1,,,,,,,,工作令号：整（04A02）-2023-3-1 436#列车外置式旁路装置改造,按技术要求完成436#外置式旁路装置改造整改（日检二班）,N,N,,,,
5856966,3/4号线列车外置式旁路装置改造,工作完成,04A02-0450,04A02-0450,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-01-01-10.00.00,17280,1,,,,,,,,工作令号：整（04A02）-2023-3-1 450#外置式旁路装置改造,已按要求完成0450#列车外置式旁路装置改造。（日检三班）,N,N,,,,
5856967,3/4号线列车外置式旁路装置改造,工作完成,04A02-0451,04A02-0451,RS-04,维修二部（4#）,故障修工单,2022-12-22-00.00.00,2023-01-01-16.00.00,20520,1,,,,,,,,工作令号：整（04A02）-2023-3-1 451#列车外置式旁路装置改造,按技术要求完成451#外置式旁路装置改造整改（日检二班）,N,N,,,,
