工单号,工作要点说明,工单状态,设备编码,车型-列车号,工作班组编码,工作班组名称,工单类型,故障时间,完工时间,修理时间(分钟),计划工时,故障信息来源,系统功能,子项功能,底层功能,故障描述,故障影响,纠正措施,故障情况,处理情况,车辆原因,扣修,扣修天数,晚点分钟,中途晚点分钟,晚点有责
5544754,236#阅读灯及司机室照明国产化替代,已开始,AC08-0236,AC08-0236,RS-02,维修二部（2#）,故障修工单,2022-11-17-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-17 236#阅读灯及司机室照明国产化替代,,N,N,,,,
5544762,249##阅读灯及司机室照明国产化替代,已开始,AC08-0249,AC08-0249,RS-02,维修二部（2#）,故障修工单,2022-11-17-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-17 249##阅读灯及司机室照明国产化替代,,N,N,,,,
5553627,2号线车司控器列车线旁路改造,结束,AC17A-0261,AC17A-0261,RS-02,维修二部（2#）,故障修工单,2022-11-01-00.00.00,2022-11-22-18.22.34,300,0,,,,,,,,工作令号：整（02A03）-2022-11-6,整改已完成,N,N,,,,
5553628,2号线车司控器列车线旁路改造,结束,AC17B-0275,AC17B-0275,RS-02,维修二部（2#）,故障修工单,2022-11-01-00.00.00,2022-11-22-18.22.34,300,0,,,,,,,,工作令号：整（02A04）-2022-11-6,整改已完成,N,N,,,,
5557436,2号线列车轮缘润滑系统恢复整改,FaultReport,AC17A-0256,AC17A-0256,RS-02,维修二部（2#）,故障修工单,2022-11-28-00.00.00,,,0,,,,,,,,工作令号：整（02A03）-2022-11-7,,N,N,,,,
5557437,2号线列车轮缘润滑系统恢复整改,FaultReport,AC17B-0273,AC17B-0273,RS-02,维修二部（2#）,故障修工单,2022-11-28-00.00.00,,,0,,,,,,,,工作令号：整（02A04）-2022-11-7,,N,N,,,,
5565473,233#阅读灯及司机室照明国产化替代,已开始,AC08-0233,AC08-0233,RS-02,维修二部（2#）,故障修工单,2022-11-29-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-29 233#阅读灯及司机室照明国产化替代,,N,N,,,,
5565479,234#阅读灯及司机室照明国产化替代,已开始,AC08-0234,AC08-0234,RS-02,维修二部（2#）,故障修工单,2022-11-29-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-29 234#阅读灯及司机室照明国产化替代,,N,N,,,,
5565487,235##阅读灯及司机室照明国产化替代,已开始,AC08-0235,AC08-0235,RS-02,维修二部（2#）,故障修工单,2022-11-29-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-29 235##阅读灯及司机室照明国产化替代,,N,N,,,,
5565498,237#阅读灯及司机室照明国产化替代,已开始,AC08-0237,AC08-0237,RS-02,维修二部（2#）,故障修工单,2022-11-29-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-29 237#阅读灯及司机室照明国产化替代,,N,N,,,,
5565507,243#阅读灯及司机室照明国产化替代,已开始,AC08-0243,AC08-0243,RS-02,维修二部（2#）,故障修工单,2022-11-29-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-29 243#阅读灯及司机室照明国产化替代,,N,N,,,,
5565521,246#阅读灯及司机室照明国产化替代,已开始,AC08-0246,AC08-0246,RS-02,维修二部（2#）,故障修工单,2022-11-29-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-29 246#阅读灯及司机室照明国产化替代,,N,N,,,,
5565526,248#阅读灯及司机室照明国产化替代,已开始,AC08-0248,AC08-0248,RS-02,维修二部（2#）,故障修工单,2022-11-29-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-29 248#阅读灯及司机室照明国产化替代,,N,N,,,,
5565531,251#阅读灯及司机室照明国产化替代,已开始,AC08-0251,AC08-0251,RS-02,维修二部（2#）,故障修工单,2022-11-29-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-29 251#阅读灯及司机室照明国产化替代,,N,N,,,,
5565543,252#阅读灯及司机室照明国产化替代,已开始,AC08-0252,AC08-0252,RS-02,维修二部（2#）,故障修工单,2022-11-29-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-11-29 252#阅读灯及司机室照明国产化替代,,N,N,,,,
5573749,列车号开错，工单取消,已开始,AC02-0203,AC02-0203,RS-02,维修二部（2#）,故障修工单,2022-12-04-11.00.00,,,0,维修二部,其他,,,故障,,,工作令号:,列车号开错，工单取消,N,N,,,,
5580155,269#阅读灯及司机室照明国产化替代,已开始,AC17A-0269,AC17A-0269,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 269#阅读灯及司机室照明国产化替代,,N,N,,,,
5580166,0254#阅读灯及司机室照明国产化替代,已开始,AC17A-0254,AC17A-0254,RS-02,维修二部（2#）,故障修工单,2022-12-07-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0254#阅读灯及司机室照明国产化替代,,N,N,,,,
5580167,268#阅读灯及司机室照明国产化替代,已开始,AC17A-0268,AC17A-0268,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 268#阅读灯及司机室照明国产化替代,,N,N,,,,
5580179,267#阅读灯及司机室照明国产化替代,已开始,AC17A-0267,AC17A-0267,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 267#阅读灯及司机室照明国产化替代,,N,N,,,,
5580181,0254#阅读灯及司机室照明国产化替代,已开始,AC17A-0255,AC17A-0255,RS-02,维修二部（2#）,故障修工单,2022-12-07-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0254#阅读灯及司机室照明国产化替代,,N,N,,,,
5580192,266#阅读灯及司机室照明国产化替代,已开始,AC17A-0266,AC17A-0266,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 266#阅读灯及司机室照明国产化替代,,N,N,,,,
5580193,0256#阅读灯及司机室照明国产化替代,已开始,AC17A-0256,AC17A-0256,RS-02,维修二部（2#）,故障修工单,2022-12-07-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0256#阅读灯及司机室照明国产化替代,,N,N,,,,
5580194,265#阅读灯及司机室照明国产化替代,已开始,AC17A-0265,AC17A-0265,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 265#阅读灯及司机室照明国产化替代,,N,N,,,,
5580202,0257#阅读灯及司机室照明国产化替代,已开始,AC17A-0257,AC17A-0257,RS-02,维修二部（2#）,故障修工单,2022-12-07-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0257#阅读灯及司机室照明国产化替代,,N,N,,,,
5580204,264#阅读灯及司机室照明国产化替代,已开始,AC17A-0264,AC17A-0264,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 264#阅读灯及司机室照明国产化替代,,N,N,,,,
5580206,263#阅读灯及司机室照明国产化替代,工作请求,AC17A-0264,AC17A-0264,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,0,维修二部,辅助供电,,,故障,,,与工单5580204重复，申请取消,,N,N,,,,
5580207,0258#阅读灯及司机室照明国产化替代,已开始,AC17A-0258,AC17A-0258,RS-02,维修二部（2#）,故障修工单,2022-12-07-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0258#阅读灯及司机室照明国产化替代,,N,N,,,,
5580210,263#阅读灯及司机室照明国产化替代,已开始,AC17A-0263,AC17A-0263,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 263#阅读灯及司机室照明国产化替代,,N,N,,,,
5580211,0259#阅读灯及司机室照明国产化替代,已开始,AC17A-0259,AC17A-0259,RS-02,维修二部（2#）,故障修工单,2022-12-07-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0259#阅读灯及司机室照明国产化替代,,N,N,,,,
5580212,262#阅读灯及司机室照明国产化替代,已开始,AC17A-0262,AC17A-0262,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 262#阅读灯及司机室照明国产化替代,,N,N,,,,
5580214,0260#阅读灯及司机室照明国产化替代,已开始,AC17A-0260,AC17A-0260,RS-02,维修二部（2#）,故障修工单,2022-12-07-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0260#阅读灯及司机室照明国产化替代,,N,N,,,,
5580215,261#阅读灯及司机室照明国产化替代,已开始,AC17A-0261,AC17A-0261,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 261#阅读灯及司机室照明国产化替代,,N,N,,,,
5580228,0270# 阅读灯及司机室照明国产化,已开始,AC17B-0270,AC17B-0270,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0270# 阅读灯及司机室照明国产化,,N,N,,,,
5580232,0271#阅读灯及司机室照明国产化,已开始,AC17B-0271,AC17B-0271,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0271#阅读灯及司机室照明国产化,,N,N,,,,
5580237,0272#阅读灯及司机室照明国产化,已开始,AC17B-0272,AC17B-0272,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号：二日-2022-12-7 0272#阅读灯及司机室照明国产化,,N,N,,,,
5580238,0273#阅读灯及司机室照明国产化,已开始,AC17B-0273,AC17B-0273,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0273#阅读灯及司机室照明国产化,,N,N,,,,
5580240,0274#阅读灯及司机室照明国产化,已开始,AC17B-0274,AC17B-0274,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0274#阅读灯及司机室照明国产化,,N,N,,,,
5580246,0275#阅读灯及司机室照明国产化,已开始,AC17B-0275,AC17B-0275,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0275#阅读灯及司机室照明国产化,,N,N,,,,
5580250,0276#阅读灯及司机室照明国产化,已开始,AC17B-0276,AC17B-0276,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0276#阅读灯及司机室照明国产化,备注：任务说明里车号0275#打错，实际为：0276#,N,N,,,,
5580253,0277#阅读灯及司机室照明国产化,已开始,AC17B-0277,AC17B-0277,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0277#阅读灯及司机室照明国产化,,N,N,,,,
5580257,0278#阅读灯及司机室照明国产化,已开始,AC17B-0278,AC17B-0278,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0278#阅读灯及司机室照明国产化,,N,N,,,,
5580263,0279#阅读灯及司机室照明国产化,已开始,AC17B-0279,AC17B-0279,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0279#阅读灯及司机室照明国产化,,N,N,,,,
5580264,0285#阅读灯及司机室照明国产化替代,已开始,AC17B-0285,AC17B-0285,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0285#阅读灯及司机室照明国产化替代,,N,N,,,,
5580267,0280#阅读灯及司机室照明国产化,已开始,AC17B-0280,AC17B-0280,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0280#阅读灯及司机室照明国产化,,N,N,,,,
5580268,0281#阅读灯及司机室照明国产化,已开始,AC17B-0281,AC17B-0281,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0281#阅读灯及司机室照明国产化,,N,N,,,,
5580269,0284#阅读灯及司机室照明国产化,已开始,AC17B-0284,AC17B-0284,RS-02,维修二部（2#）,故障修工单,2022-12-07-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0284#阅读灯及司机室照明国产化,,N,N,,,,
5580270,0282#阅读灯及司机室照明国产化,已开始,AC17B-0282,AC17B-0282,RS-02,维修二部（2#）,故障修工单,2022-12-07-11.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0282#阅读灯及司机室照明国产化,,N,N,,,,
5580271,0283#阅读灯及司机室照明国产化,已开始,AC17B-0283,AC17B-0283,RS-02,维修二部（2#）,故障修工单,2022-12-07-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-7 0283#阅读灯及司机室照明国产化,,N,N,,,,
5582001,239#阅读灯及司机室照明国产化替代,已开始,AC08-0239,AC08-0239,RS-02,维修二部（2#）,故障修工单,2022-12-08-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-8 239#阅读灯及司机室照明国产化替代,,N,N,,,,
5582006,240#阅读灯及司机室照明国产化替代,已开始,AC08-0240,AC08-0240,RS-02,维修二部（2#）,故障修工单,2022-12-08-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-8 240#阅读灯及司机室照明国产化替代,,N,N,,,,
5582023,242#阅读灯及司机室照明国产化替代,已开始,AC08-0242,AC08-0242,RS-02,维修二部（2#）,故障修工单,2022-12-08-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-8 242#阅读灯及司机室照明国产化替代,,N,N,,,,
5582028,244#阅读灯及司机室照明国产化替代,已开始,AC08-0244,AC08-0244,RS-02,维修二部（2#）,故障修工单,2022-12-08-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-8 244#阅读灯及司机室照明国产化替代,,N,N,,,,
5582033,245#阅读灯及司机室照明国产化替代,已开始,AC08-0245,AC08-0245,RS-02,维修二部（2#）,故障修工单,2022-12-08-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-8 245#阅读灯及司机室照明国产化替代,,N,N,,,,
5582036,247#阅读灯及司机室照明国产化替代,已开始,AC08-0247,AC08-0247,RS-02,维修二部（2#）,故障修工单,2022-12-08-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-8 247#阅读灯及司机室照明国产化替代,,N,N,,,,
5582050,250#阅读灯及司机室照明国产化替代,已开始,AC08-0250,AC08-0250,RS-02,维修二部（2#）,故障修工单,2022-12-08-10.00.00,,,1,维修二部,辅助供电,,,故障,,,工作令号:二日-2022-12-8 250#阅读灯及司机室照明国产化替代,,N,N,,,,
5592226,工单开错，取消,已开始,02A05-02110,02A05-02110,RS-02,维修二部（2#）,故障修工单,2022-12-14-22.00.00,,,0,维修二部,辅助供电,,,故障,,,工单开错，取消,,N,N,,,,
5614207,与wo：5614204重复，取消,工作完成,AC17A-0256,AC17A-0256,RS-02,维修二部（2#）,故障修工单,2023-01-03-10.00.00,2023-01-03-14.00.00,240,0,,乘客信息（PIS）,,,故障,,,与wo：5614204重复，取消,与wo：5614204重复，取消,N,N,,,,
5626273,与5626240重复，取消,工作请求,AC17A-0254,AC17A-0254,RS-02,维修二部（2#）,故障修工单,2023-01-10-20.00.00,,,0,维修二部,乘客信息（PIS）,,,故障,,,与5626240重复，取消,,N,N,,,,
5636565,02A02型车紧急制动旁路开关改造,结束,AC08-0233,AC08-0233,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2022-10-06-21.18.03,720,3,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成这整改。,N,N,,,,
5636566,02A02型车紧急制动旁路开关改造,准备,AC08-0234,AC08-0234,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,,,0,,,,,,,,工作令号：整（02A02）-2022-9-10,,N,N,,,,
5636567,02A02型车紧急制动旁路开关改造,结束,AC08-0235,AC08-0235,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2022-10-04-21.18.03,720,2,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成整改。,N,N,,,,
5636568,02A02型车紧急制动旁路开关改造,结束,AC08-0236,AC08-0236,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2023-02-28-19.00.00,2040,2,,,,,,,,工作令号：整（02A02）-2022-9-10,整改已完成,N,N,,,,
5636569,02A02型车紧急制动旁路开关改造,结束,AC08-0237,AC08-0237,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2022-10-06-21.18.03,720,2,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成整改。,N,N,,,,
5636570,02A02型车紧急制动旁路开关改造,结束,AC08-0238,AC08-0238,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2022-09-30-21.18.03,720,2,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成整改。,N,N,,,,
5636571,02A02型车紧急制动旁路开关改造,结束,AC08-0239,AC08-0239,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2022-10-22-17.00.00,1920,2,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成整改。,N,N,,,,
5636572,02A02型车紧急制动旁路开关改造,结束,AC08-0240,AC08-0240,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2023-03-18-19.00.00,600,1,,,,,,,,工作令号：整（02A02）-2022-9-10,整改已完成,N,N,,,,
5636573,02A02型车紧急制动旁路开关改造,结束,AC08-0241,AC08-0241,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2022-09-30-21.00.00,720,2,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成整改。,N,N,,,,
5636574,02A02型车紧急制动旁路开关改造,结束,AC08-0242,AC08-0242,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2023-01-28-21.00.00,720,2,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成整改。,N,N,,,,
5636575,02A02型车紧急制动旁路开关改造,结束,AC08-0243,AC08-0243,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2022-10-05-21.00.00,720,2,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成整改。,N,N,,,,
5636576,02A02型车紧急制动旁路开关改造,结束,AC08-0244,AC08-0244,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2023-03-04-20.00.00,600,1,,,,,,,,工作令号：整（02A02）-2022-9-10,整改已完成,N,N,,,,
5636577,02A02型车紧急制动旁路开关改造,结束,AC08-0245,AC08-0245,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2022-10-24-17.00.00,1920,2,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成整改。,N,N,,,,
5636578,02A02型车紧急制动旁路开关改造,已开始,AC08-0246,AC08-0246,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,,,0,,,,,,,,工作令号：整（02A02）-2022-9-10,,N,N,,,,
5636579,02A02型车紧急制动旁路开关改造,已开始,AC08-0247,AC08-0247,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,,,2,,,,,,,,工作令号：整（02A02）-2022-9-10,,N,N,,,,
5636580,02A02型车紧急制动旁路开关改造,已开始,AC08-0248,AC08-0248,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,,,0,,,,,,,,工作令号：整（02A02）-2022-9-10,,N,N,,,,
5636581,02A02型车紧急制动旁路开关改造,结束,AC08-0249,AC08-0249,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2022-10-06-21.00.00,720,2,,,,,,,,工作令号：整（02A02）-2022-9-10,,N,N,,,,
5636582,02A02型车紧急制动旁路开关改造,结束,AC08-0250,AC08-0250,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2023-01-30-17.00.00,1920,2,,,,,,,,工作令号：整（02A02）-2022-9-10,已完成整改。,N,N,,,,
5636583,02A02型车紧急制动旁路开关改造,已开始,AC08-0252,AC08-0252,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,,,2,,,,,,,,工作令号：整（02A02）-2022-9-10,,N,N,,,,
5636584,02A02型车紧急制动旁路开关改造,结束,AC08-0253,AC08-0253,RS-02,维修二部（2#）,故障修工单,2022-09-20-00.00.00,2023-02-26-19.00.00,2040,2,,,,,,,,工作令号：整（02A02）-2022-9-10,整改已完成,N,N,,,,
5637192,2号线列车外置式旁路装置改造,已开始,AC17A-0268,AC17A-0268,RS-02,维修二部（2#）,故障修工单,2022-12-22-00.00.00,,,0,,,,,,,,工作令号：整（02A03）-2023-1-6,,N,N,,,,
5637193,2号线列车外置式旁路装置改造,已开始,AC17B-0278,AC17B-0278,RS-02,维修二部（2#）,故障修工单,2022-12-22-00.00.00,,,0,,,,,,,,工作令号：整（02A04）-2023-1-6,,N,N,,,,
5637259,2号线列车外置式旁路装置改造,已开始,02A05-02093,02A05-02093,RS-02,维修二部（2#）,故障修工单,2022-12-22-00.00.00,,,0,,,,,,,,工作令号：整（02A05）-2023-1-6,,N,N,,,,
5637430,02A04型列车辅逆母线隔离整改,FaultReport,AC17B-0281,AC17B-0281,RS-02,维修二部（2#）,故障修工单,2022-12-15-00.00.00,,,0,,,,,,,,工作令号：整（02A04）-2023-1-7,,N,N,,,,
5662758,车厢号输入错误申请取消,已开始,02A05-02094,02A05-02094,RS-02,维修二部（2#）,故障修工单,2023-02-05-13.00.00,,,0,维修二部,乘客信息（PIS）,,,故障,,,,,N,N,,,,
5664979,2号线列车外置式旁路装置改造,工作完成,AC02-0204,AC02-0204,RS-02,维修二部（2#）,故障修工单,2022-12-22-00.00.00,2023-01-02-17.00.00,480,0,,,,,,,,工作令号：整（02A01）-2023-1-6,整改完成,N,N,,,,
5664986,2号线列车外置式旁路装置改造,工作完成,AC08-0235,AC08-0235,RS-02,维修二部（2#）,故障修工单,2022-12-22-00.00.00,2022-12-28-17.00.00,480,0,,,,,,,,工作令号：整（02A02）-2023-1-6,整改完成,N,N,,,,
5693447,与wo：5693269重复申请取消,工作请求,AC02-0216,AC02-0216,RS-02,维修二部（2#）,故障修工单,2023-02-23-16.00.00,,,0,维修二部,辅助供电,,,故障,,,与wo：5693269重复 申请取消,,N,N,,,,
5695961,与工单：5694647重复，申请取消。,已开始,AC02-0210,AC02-0210,RS-02,维修二部（2#）,故障修工单,2023-02-25-08.00.00,,,0,维修二部,车体,,,故障,,,与工单：5694647重复，申请取消。,,N,N,,,,
5756201,镟轮取消，申请取消工单,已开始,AC08-0251,AC08-0251,RS-02,维修二部（2#）,故障修工单,2023-03-29-13.00.00,,,0,维修二部,其他,,,故障,,,,,N,N,,,,
5777735,与WO：5778320重复，申请取消,工作完成,AC02-0210,AC02-0210,RS-02,维修二部（2#）,故障修工单,2023-04-09-13.01.00,2023-04-09-18.00.00,299,0,,其他,,,故障,,,,,N,N,,,,
5782803,026712 I轴右侧轮缘尺寸接近极限,已开始,02A05-02100,02A05-02100,RS-02,维修二部（2#）,故障修工单,2022-08-17-08.00.00,,,0,维修二部,转向架,轮对轴箱装置,动车轮对组件,轮缘尺寸超标,,,填写错误，申请取消。,,N,N,,,,
5794753,与wo5795548故障重复，申请取消,工作完成,AC17A-0269,AC17A-0269,RS-02,维修二部（2#）,故障修工单,2023-04-17-10.00.00,2023-04-17-11.00.00,60,0,,控制,,,故障,,,与wo5795548故障重复，申请取消,与wo5795548故障重复，申请取消,N,N,,,,
