"工单号","工作要点说明","工单状态","设备编码","车型-列车号","工作班组编码","工作班组名称","工单类型","故障时间","完工时间","修理时间(分钟)","计划工时","故障信息来源","系统功能","子项功能","底层功能","故障描述","故障影响","纠正措施","故障情况","处理情况","车辆原因","扣修","扣修天数","晚点分钟","中途晚点分钟","晚点有责"
5420625,HMI显示照明调光模块故障,结束,14A01-14011,14A01-14011,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-17-13.00.00,2022-08-17-14.10.00,70,1,维修六部,辅助功能,照明设备,,故障,不影响运营,已修理,工作令号:封均-2022-8-27 14011# （140811）（140822）（140833）（140842）（140853）（140863）（140872）（140881）车照明调光模块故障,（140811）（140822）（140833）（140842）（140853）（140863）（140872）（140881）车更新照明调光模块软件后正常,Y,N,,,,
5422750,蒸出传感器蒸出温度显示异常,结束,14A01-14012,14A01-14012,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-18-15.00.00,2022-08-18-16.30.00,90,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-8-28 14012#空调测试（140902）机组1蒸出传感器2-2蒸出温度显示异常,上车检查14012#（140902）车机组1蒸出2-2温度异常，更换蒸出传感器后测试空调正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5426173,逃生门紧急对讲显示故障,结束,14A01-14046,14A01-14046,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-20-17.00.00,2022-08-20-18.10.00,70,1,维修六部,乘客信息（PIS）,广播,乘客紧急通讯单元（PECU）,损坏,不影响运营,已更换,工作令号:封均-2022-8-39 上车检查发现（143611）逃生门紧急对讲显示故障（黄色）。,"上车更换PECU主板后正常。{备件由浦镇提供,坏件已交给浦镇}",Y,N,,,,
5429716,14014#车弓网摄像头拍摄模糊,结束,14A01-14014,14A01-14014,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-22-15.00.00,2022-08-23-17.00.00,1560,1,维修六部,辅助功能,辅助监控,弓结构检测相机,损坏,不影响运营,已更换,工作令号:封均-2022-8-34 14014#车（141112）弓网摄像头P5拍摄模糊（141093）弓网摄像头P3拍摄模糊,2022年8月22日：扣车延修。 2022年8月23日：14014（141112）检查弓网相机故障，更换后正常。14014（141093）弓网相机模糊，内镜面有灰尘，擦干净后正常。（备件由浦镇提供，坏件交由浦镇）,Y,Y,1,,,
5429734,（141093）弓网摄像头闪光灯坏,结束,14A01-14014,14A01-14014,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-22-16.00.00,2022-08-22-18.00.00,120,1,维修六部,辅助功能,照明设备,照明组件,照明模块损坏,不影响运营,已更换,工作令号:封均-2022-8-34 14014#车（141093）弓网摄像头P4闪光灯坏,更换补光灯控制板后故障消除，列车正常。（备件由浦镇提供，坏件已交由浦镇）,Y,N,,,,
5434255,（140971）逃生门电磁阀故障,结束,14A01-14013,14A01-14013,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-25-14.00.00,2022-08-25-16.00.00,120,1,维修六部,车门,紧急逃生门,,故障,不影响运营,已更换,工作令号:封均-2022-8-31 14013#(140971)逃生门电磁阀故障,上车检查后，确认电磁阀损坏，更换逃生门继电器后试验操作功能正常，列车正常。（备件由浦镇提供，坏件已交由浦镇）,Y,N,,,,
5434363,（140971）客室座椅翘起,结束,14A01-14013,14A01-14013,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-25-17.00.00,2022-08-25-18.10.00,70,1,维修六部,车体,车内设备,乘客座椅,紧固件损坏、松动、缺失,不影响运营,已修理,工作令号:封均-2022-8-31 （140971）8门与10门之间客室座椅翘起。,（140971）8门与10门之间客室座椅翘起，调整座椅横梁位置后正常。,Y,N,,,,
5437331,空调测试机组2吸气传感器温度显示异常,结束,14A01-14049,14A01-14049,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-27-13.00.00,2022-08-27-14.30.00,90,1,维修六部,空调,空调电气控制,,故障,不影响运营,已更换,工作令号:封均-2022-8-43 14049车空调测试（143882）机组2吸气传感器2温度显示异常。,上车检查143882车机组2传感器2温度显示异常。更换吸气传感器后测试空调正常。现列车正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5438298,（141183）蒸出传感器湿度显示异常,结束,14A01-14015,14A01-14015,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-28-15.00.00,2022-08-28-16.10.00,70,1,维修六部,空调,顶置式空调单元,蒸发器,翅片损坏,不影响运营,已更换,工作令号:封均-2022-8-44 14015#车空调测试（14118）机组2蒸出传感器1-2湿度显示异常。,上车检查（141183）机组2蒸出传感器1-2温度显示异常，更换蒸出传感器后测试正常。（备件由浦镇提供，坏件已交给浦镇）,Y,N,,,,
5438342,(141173)左侧目的地显示器花屏。,结束,14A01-14015,14A01-14015,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-28-13.00.00,2022-08-28-15.00.00,120,1,维修六部,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,花屏,不影响运营,已更换,工作令号:封均-2022-8-44 (141173)左侧目的地显示器花屏。,上车更换（141173）车左侧目的地显示器花屏正常，现列车正常。（备件由浦镇提供，坏件交由浦镇。）,Y,N,,,,
5438356,(141192)(141183)双面显示单元花屏。,结束,14A01-14015,14A01-14015,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-08-28-15.00.00,2022-08-28-17.00.00,120,1,维修六部,乘客信息（PIS）,广播,客室双面LED显示器（DIDU）,损坏,不影响运营,已更换,工作令号:封均-2022-8-44 (141192)(141183)2位端客室双面显示单元花屏。,上车更换（141192）车2位端，（141183）车2位端客室)双面显示单元花屏后正常，现列车正常。（备件由浦镇提供，坏件交由浦镇。）,Y,N,,,,
5447421,14004#空调测试温度异常,结束,14A01-14004,14A01-14004,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-02-15.00.00,2022-09-02-17.00.00,120,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-9-3 14004#车空调测试（140251）机组1蒸出2-1温度异常（140303）机组1吸气2温度异常,上车检查发现14004#车（140251）机组1蒸出2-1和（140303）机组1吸气2的温度异常，更换传感器后测试正常，现列车正常。（备件由浦镇提供，坏件已交由浦镇）,Y,N,,,,
5447584,"（140282）弓网摄像头P3,P4黑屏。",结束,14A01-14004,14A01-14004,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-02-19.00.00,2022-09-03-14.00.00,1140,1,维修六部,辅助功能,辅助监控,车顶采集单元,硬件故障,不影响运营,已更换,"工作令号:封均-2022-9-3 14004#（140282）弓网摄像头P3,P4黑屏，HMI报红。",2022年9月2日，扣车延修。 上车发现（140282）弓网主机弓网主板模块故障，更换弓网主板模块后故障消失。（备件由浦镇提供，坏件已交由浦镇）,Y,Y,1,,,
5448808,（140481）监控触摸屏触摸操作无效,结束,14A01-14006,14A01-14006,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-03-15.00.00,2022-09-03-17.00.00,120,1,维修六部,乘客信息（PIS）,视频监控系统,司机室液晶触摸屏,黑屏,不影响运营,已更换,工作令号:封均-2022-9-5 14006#（140481）副驾驶台监控触摸屏触摸操作无效,检查发现（140481）副驾驶台监控触摸屏触摸操作无效，上车更换（140481）车监控触摸屏后正常，现列车正常。（备件由浦镇提供，坏件已交由浦镇）,Y,N,,,,
5448817,（140411）车侧目的地显示器无显示,结束,14A01-14006,14A01-14006,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-03-16.00.00,2022-09-03-18.00.00,120,1,维修六部,乘客信息（PIS）,广播,车侧LED显示器,损坏,不影响运营,已更换,工作令号:封均-2022-9-5 （140411）车侧目的地显示器无显示,检查发现（140411）车侧目的地显示器无显示，上车更换（140411）车右边车侧目的地显示器后正常，现列车正常。（备件由浦镇提供，坏件已交由浦镇）,Y,N,,,,
5450058,主驾台挡风玻璃刮雨器电机失效,结束,14A01-14005,14A01-14005,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-04-13.00.00,2022-09-04-14.10.00,70,1,维修六部,车体,司机室,刮雨器,电机损坏,不影响运营,已更换,工作令号:封均-2022-9-7 14005# （140401）车主驾台挡风玻璃刮雨器电机失效,上车确认主驾台挡风玻璃刮雨器电机失效，更换后主驾台挡风玻璃刮雨器电机正常动作。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5450065,NVR3未连接,结束,14A01-14005,14A01-14005,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-04-14.00.00,2022-09-04-15.10.00,70,1,维修六部,乘客信息（PIS）,视频监控系统,,故障,不影响运营,已更换,工作令号:封均-2022-9-7 14005# （140353）车NVR3未连接,上车检查更换（140353）车网络硬盘录像机NVR电源板卡后正常，现列车正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5463245,HMI显示140662车PECU-5故障,结束,14A01-14009,14A01-14009,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-12-13.00.00,2022-09-12-14.30.00,90,1,维修六部,乘客信息（PIS）,广播,乘客紧急通讯单元（PECU）,接线松动,不影响运营,已更换,工作令号:封均-2022-9-18 检查发现HMI显示140662车PECU-5故障。,上车更换乘客紧急对讲器后故障消除。测试该乘客紧急对讲器功能正常，现列车正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5465527,（140773）机组二压缩机二不启动。,结束,14A01-14010,14A01-14010,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-13-16.00.00,2022-09-13-17.30.00,90,1,维修六部,空调,顶置式空调单元,压缩机,损坏,不影响运营,已更换,工作令号:封均-2022-9-21 14010#（140773）机组二压缩机二不启动。,14010#车上车检查（140773）车空调机组2压缩机2不启动，更换压缩机变频板后测试空调正常。（备件由浦镇提供，坏件交由浦镇。）,Y,N,,,,
5465538,（140801）逃生门电磁阀故障。,结束,14A01-14010,14A01-14010,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-13-17.00.00,2022-09-13-18.00.00,60,1,维修六部,车门,紧急逃生门,,故障,不影响运营,已更换,工作令号:封均-2022-9-21 14010#（140801）逃生门电磁阀故障。,14010#（140801）逃生门电磁阀故障，更换新的电磁阀后，功能正常，经多次测试后，无异常。（备件由浦镇提供，坏件交由浦镇。）,Y,N,,,,
5467501,（140833）客室双面显示单元花屏,结束,14A01-14011,14A01-14011,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-14-17.00.00,2022-09-14-19.00.00,120,1,维修六部,乘客信息（PIS）,广播,客室双面LED显示器（DIDU）,损坏,不影响运营,已更换,工作令号:封均-2022-9-23 14011#（140833）二位端客室双面显示单元花屏。,14011#车上车更换（140833）二位端客室双面显示单元后，测试正常。（备件由浦镇提供，坏件交给浦镇。）,Y,N,,,,
5480825,（140982）S3球阀漏气,结束,14A01-14013,14A01-14013,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-22-16.00.00,2022-09-22-18.00.00,120,1,维修六部,牵引,受流设备,,故障,不影响运营,已更换,工作令号:封均-2022-9-35 14013#（140982）车S3球阀漏气,检查发现（140982）车S3球阀漏气，更换（140982）车S3球阀漏气后正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5480911,14013#弓网摄像头无图像，HMI报红,结束,14A01-14013,14A01-14013,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-22-18.00.00,2022-09-22-19.10.00,70,1,维修六部,辅助功能,辅助监控,弓结构检测相机,损坏,不影响运营,已更换,工作令号:封均-2022-9-35 检查发现（141032）车弓网摄像头P3.P4无图像，HMI报红。,登车后发现（141032）车弓网摄像头P3.P4无图像的原因为：MPU板卡故障。更换板卡后故障消除。（MPU板卡为弓网板卡模块）（备件由浦镇提供，坏件已交给浦镇）,Y,N,,,,
5488780,14014#空调测试机组高压压力显示异常,结束,14A01-14014,14A01-14014,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-27-15.00.00,2022-09-27-16.30.00,90,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-9-37 14014#（141062）空调测试机组2高压压力2显示异常,上车检查（141062）车空调测试机组2高压压力2显示异常，更换高压压力传感器后测试空调正常，列车正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5491836,14015#车空调机组蒸出温度异常,结束,14A01-14015,14A01-14015,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-29-15.00.00,2022-09-29-16.10.00,70,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-9-46 14015#车空调测试（141183）机组2蒸出1-2温度异常。,上车检查（141183）车空调测试机组2蒸出1-2温度异常，更换蒸出传感器后测试空调正常。（备件由浦镇提供，坏件已交给浦镇。）,Y,N,,,,
5492051,检查发现（141201）车ATC牵引命令冲突,结束,14A01-14015,14A01-14015,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-29-15.00.00,2022-09-29-17.30.00,150,2,维修六部,控制,继电器,,故障,不影响运营,已更换,工作令号:封均-2022-9-46 检查发现14015#（141201）车ATC牵引命令冲突。,检查发现14015#（141201）车ATC牵引命令冲突，经查实为JD-K76继电器故障，更换JD-K76后正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5492070,轴箱内接地碳刷编织线保护套破损,结束,14A01-14015,14A01-14015,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-09-29-16.00.00,2022-09-29-18.30.00,150,2,维修六部,转向架,轮对轴箱装置,,故障,不影响运营,已更换,工作令号:封均-2022-9-46 14015#（141131）一轴左侧（141201）一轴左侧轴箱内接地碳刷编织线保护套破损.,14015#（141131）一轴左侧（141201）一轴左侧轴箱内接地碳刷编织线保护套破损，更换接地碳刷后正常.（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5496061,机组1蒸出2-1温度显示异常,结束,14A01-14004,14A01-14004,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-10-02-13.00.00,2022-10-02-14.30.00,90,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-10-3 14004#（140251）机组1蒸出2-1温度显示异常,上车检查（140251）车空调机组1蒸出2-1温度显示异常，更换排气温度传感器后测试空调正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5496632,14005空调机组三相电源检测继电器坏,结束,14A01-14005,14A01-14005,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-10-03-14.00.00,2022-10-03-15.10.00,70,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-10-6 14005#车空调测试（140362）机组2与（140373）机组1的三相电源检测继电器故障。,上车检查（140362）机组2与（140373）机组1的三相电源检测继电器故障，更换两个三相电源检测继电器后测试空调正常。（备件由浦镇提供，坏件已交给浦镇。）,Y,N,,,,
5502236,14008#空调测试温度显示异常,结束,14A01-14008,14A01-14008,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-10-09-15.00.00,2022-10-09-18.00.00,180,2,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-10-15 14008#空调测试（140593）机组1蒸出1-1与（140602）机组1蒸出2-1温度显示异常,上车检查发现14008#车空调测试（140593）机组1蒸出1-1与（140602）机组1蒸出2-1温度显示异常，更换吸气温度传感器后测试空调正常，列车正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5509160,14009#空调测试温度显示异常,结束,14A01-14009,14A01-14009,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-10-13-15.00.00,2022-10-13-17.00.00,120,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-10-21 14009#空调测试（140703）机组1蒸出1-1温度显示异常,上车检查发现14009#车（140703）机组1蒸出1-1温度显示异常，更换吸气温度传感器后测试空调正常，列车正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5509164,14009#HMI显示牵引命令不一致,结束,14A01-14009,14A01-14009,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-10-13-16.00.00,2022-10-13-17.30.00,90,1,维修六部,控制,继电器,,故障,不影响运营,已更换,工作令号:封均-2022-10-21 14009#（140651）HMI显示牵引命令不一致,更换14009#车（140651）JD-K76ATC牵引使能继电器后正常，列车正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5511008,机组2蒸出2-2温度显示异常,结束,14A01-14010,14A01-14010,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-10-14-13.00.00,2022-10-14-14.30.00,90,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-10-23 14010#空调测试（140742）机组2蒸出2-2与（140801）机组2蒸出2-2温度显示异常,上车检查（140742）机组2蒸出2-2与（140801）机组2蒸出2-2温度显示异常，更换两个吸气温度传感器后测试空调正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5518193,14014车空调测试蒸出温度显示异常,结束,14A01-14014,14A01-14014,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-10-23-13.00.00,2022-10-23-14.10.00,70,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-10-35 14014车空调测试（141051）机组1蒸出2-1温度显示异常。,上车检查（141051）车机组1蒸出2-1温度显示异常，更换吸气温度传感器后测试空调正常。（备件由浦镇提供，坏件已交给浦镇。）,Y,N,,,,
5519255,14015#空调测试温度显示异常,结束,14A01-14015,14A01-14015,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-10-24-15.00.00,2022-10-24-17.00.00,120,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-10-36 14015#车（141183）空调测试机组2蒸出1-2温度显示异常,上车检查14015#车（141183）机组2蒸出1-2温度显示异常，更换吸气温度传感器后，测试空调正常，列车正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5524711,14049#空调测试温度显示异常,结束,14A01-14049,14A01-14049,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-10-29-15.00.00,2022-10-29-16.30.00,90,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-10-44 14049#（143862）空调测试机组1蒸出1-1温度显示异常,上车检查14049#（143862）发现机组1蒸出1-1温度显示异常，更换吸气温度传感器后测试空调正常，列车正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5527668,14004#车空调测试温度显示异常,结束,14A01-14004,14A01-14004,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-11-01-13.00.00,2022-11-01-15.00.00,120,1,维修六部,空调,顶置式空调单元,,故障,不影响运营,已更换,工作令号:封均-2022-11-1 14004#（140282）机组1蒸出2-2温度显示异常。,上车检查14004#车（140282）空调测试机组1蒸出2-2温度显示异常，更换吸气温度传感器后测试空调正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5527703,14004#HMI报ODBS在远程CCUO中停止,结束,14A01-14004,14A01-14004,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-11-01-14.00.00,2022-11-01-15.30.00,90,1,维修六部,控制,电气控制设备,,故障,不影响运营,已修理,工作令号:封均-2022-11-1 14004#（140251）HMI报ODBS在远程CCUO中停止。,登车查看，故障已消失，现场重新更新软件后，列车正常。,Y,N,,,,
5534366,（140182）机组2压缩机不启动,结束,14A01-14003,14A01-14003,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-11-07-13.00.00,2022-11-07-14.30.00,90,1,维修六部,空调,顶置式空调单元,压缩机,损坏,不影响运营,已更换,工作令号:封均-2022-11-12 14003#空调测试（140182）机组2压缩机不启动,上车检查（140182）车机组2压缩机不启动，更换辅助触点后测试正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5552313,14013#车外电解锁钥匙组件卡滞,结束,14A01-14013,14A01-14013,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-11-21-13.00.00,2022-11-21-14.10.00,70,1,维修六部,车门,客室车门电气部件,外部电解锁装置,紧固件损坏、松动、缺失,不影响运营,已修理,工作令号:封均-2022-11-33 14013#（140971）2门（141041）1门车外电解锁钥匙组件卡滞。,（140971）2门，（141041）1门 车外电解锁钥匙组件卡滞，经检查发现为解锁锁芯卡滞，拆卸车外电解锁组件调整解锁锁芯后，故障消除，多次操作车外电解锁组件正常车门多次开关门正常，现列车正常。,Y,N,,,,
5552322,14013#（140971）前端目的地显示黑屏,结束,14A01-14013,14A01-14013,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-11-21-13.00.00,2022-11-22-18.50.00,1790,1,维修六部,乘客信息（PIS）,广播,客室LCD动态地图显示屏,显示异常,不影响运营,已修理,工作令号:封均-2022-11-33 14013#（140971）前端目的地显示屏黑屏。,上车查看（140971）前端目的地显示屏，正常显示，PIS功能正常。查看日志发现故障时间点是（140971）PIS主机故障导致（140971）前段目的地显示屏无显示，现场无法查询故障原因，已下载相关日志发回公司技术查看。 2022-11-21：扣车延修。 2022-11-22：上车测试（140971）前端目的地显示屏正常显示，PIS功能正常，查看日志发现故障时间点是（140971）PIS主机故障导致（140971）前端目的地显示屏无显示，经过分析为PCU主机程序BUG，下载程序修复，不影响运营。,Y,Y,1,,,
5554325,14013#弓网摄像头补光灯不亮,结束,14A01-14013,14A01-14013,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-11-22-15.00.00,2022-11-22-19.00.00,240,4,维修六部,辅助功能,照明设备,照明组件,照明模块损坏,不影响运营,已更换,工作令号:封均-2022-11-33 14013#（140982）一个弓网摄像头补光灯不亮 （141002）一个弓网摄像头补光灯不亮 （141032）两个弓网摄像头补光灯不亮,14013#车（140982）一个弓网摄像头补光灯不亮，（141002）一个弓网摄像头补光灯不亮，（141032）两个弓网摄像头补光灯不亮，更换补光灯控制板后正常，故障消除。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5561896,受电弓调节阀漏气,结束,14A01-14046,14A01-14046,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-11-27-15.00.00,2022-11-27-16.30.00,90,1,维修六部,牵引,受流设备,升弓电磁阀,损坏,不影响运营,已更换,工作令号:封均-2022-11-43 14046#（143622）车受电弓调节阀漏气,上车检查（143622）车受电弓调节阀漏气，更换调节阀并涂抹密封胶条后，功能正常。（备件由浦镇提供，坏件交由浦镇）,Y,N,,,,
5582167,继电器卡滞,结束,14A01-14004,14A01-14004,RS-14-01,维修四部（14#）检修一班,故障修工单,2022-12-08-14.00.00,2022-12-08-15.30.00,90,1,维修六部,控制,继电器,,故障,不影响运营,已更换,工作令号:封均-2022-12-13 IOR显示ATC牵引命令冲突，HMI报（140251）车JD-K76继电器卡滞,更换14004#（140251）车的JD-K76继电器后正常。（备件由浦镇提供，坏件交由浦镇） 纠正任务说明：继电器卡滞,Y,N,,,,
