"工单号","工作要点说明","工单状态","设备编码","车型-列车号","工作班组编码","工作班组名称","工单类型","故障时间","完工时间","修理时间(分钟)","计划工时","故障信息来源","系统功能","子项功能","底层功能","故障描述","故障影响","纠正措施","故障情况","处理情况","车辆原因","扣修","扣修天数","晚点分钟","中途晚点分钟","晚点有责"
5508988,16A01型车无线电紧急对讲整改,结束,16A01-1628,16A01-1628,RS-16,维修五部（16#）,故障修工单,2022-09-30-13.00.00,2022-09-30-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508989,16A01型车无线电紧急对讲整改,结束,16A01-1629,16A01-1629,RS-16,维修五部（16#）,故障修工单,2022-09-29-13.00.00,2022-09-29-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508990,16A01型车无线电紧急对讲整改,结束,16A01-1630,16A01-1630,RS-16,维修五部（16#）,故障修工单,2022-10-01-13.00.00,2022-10-01-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508991,16A01型车无线电紧急对讲整改,结束,16A01-1631,16A01-1631,RS-16,维修五部（16#）,故障修工单,2022-09-30-13.00.00,2022-09-30-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508992,16A01型车无线电紧急对讲整改,结束,16A01-1632,16A01-1632,RS-16,维修五部（16#）,故障修工单,2022-09-28-13.00.00,2022-09-28-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508993,16A01型车无线电紧急对讲整改,结束,16A01-1633,16A01-1633,RS-16,维修五部（16#）,故障修工单,2022-09-29-13.00.00,2022-09-29-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508994,16A01型车无线电紧急对讲整改,结束,16A01-1634,16A01-1634,RS-16,维修五部（16#）,故障修工单,2022-10-01-13.00.00,2022-10-01-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508995,16A01型车无线电紧急对讲整改,结束,16A01-1635,16A01-1635,RS-16,维修五部（16#）,故障修工单,2022-10-07-13.00.00,2022-10-07-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508996,16A01型车无线电紧急对讲整改,结束,16A01-1636,16A01-1636,RS-16,维修五部（16#）,故障修工单,2022-10-08-13.00.00,2022-10-08-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508997,16A01型车无线电紧急对讲整改,结束,16A01-1637,16A01-1637,RS-16,维修五部（16#）,故障修工单,2022-09-08-13.00.00,2022-09-08-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（技术通知-SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508998,16A01型车无线电紧急对讲整改,结束,16A01-1638,16A01-1638,RS-16,维修五部（16#）,故障修工单,2022-09-28-13.00.00,2022-09-28-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5508999,16A01型车无线电紧急对讲整改,结束,16A01-1639,16A01-1639,RS-16,维修五部（16#）,故障修工单,2022-10-01-13.00.00,2022-10-01-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5509000,16A01型车无线电紧急对讲整改,结束,16A01-1640,16A01-1640,RS-16,维修五部（16#）,故障修工单,2022-10-02-13.00.00,2022-10-02-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5509001,16A01型车无线电紧急对讲整改,结束,16A01-1641,16A01-1641,RS-16,维修五部（16#）,故障修工单,2022-10-07-13.00.00,2022-10-07-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5509002,16A01型车无线电紧急对讲整改,结束,16A01-1642,16A01-1642,RS-16,维修五部（16#）,故障修工单,2022-10-08-13.00.00,2022-10-08-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5509003,16A01型车无线电紧急对讲整改,结束,16A01-1643,16A01-1643,RS-16,维修五部（16#）,故障修工单,2022-10-07-13.00.00,2022-10-07-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5509004,16A01型车无线电紧急对讲整改,结束,16A01-1644,16A01-1644,RS-16,维修五部（16#）,故障修工单,2022-09-27-13.00.00,2022-09-27-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5509005,16A01型车无线电紧急对讲整改,结束,16A01-1645,16A01-1645,RS-16,维修五部（16#）,故障修工单,2022-10-07-13.00.00,2022-10-07-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5509006,16A01型车无线电紧急对讲整改,结束,16A01-1646,16A01-1646,RS-16,维修五部（16#）,故障修工单,2022-09-29-13.00.00,2022-09-29-17.00.00,240,4,,,,,,,,工作令号：整（16A01）-2022-9-3,根据技术通知（SHL16OM-2022-050关于16A01型电动列车无线电紧急对讲整改的技术通知）完成排查整改。,N,N,,,,
5514388,16A02型车继电器冗余BBS改造,FaultReport,16A02-16047,16A02-16047,RS-16,维修五部（16#）,故障修工单,2022-10-14-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-6,,N,N,,,,
5518974,16A02车继电器冗余BBS改造2,FaultReport,16A02-16047,16A02-16047,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522237,16A02车继电器冗余BBS改造2,FaultReport,16A02-16048,16A02-16048,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522238,16A02车继电器冗余BBS改造2,FaultReport,16A02-16049,16A02-16049,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522239,16A02车继电器冗余BBS改造2,FaultReport,16A02-16050,16A02-16050,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522240,16A02车继电器冗余BBS改造2,FaultReport,16A02-16051,16A02-16051,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522241,16A02车继电器冗余BBS改造2,FaultReport,16A02-16052,16A02-16052,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522242,16A02车继电器冗余BBS改造2,FaultReport,16A02-16053,16A02-16053,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522243,16A02车继电器冗余BBS改造2,FaultReport,16A02-16054,16A02-16054,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522244,16A02车继电器冗余BBS改造2,FaultReport,16A02-16055,16A02-16055,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522245,16A02车继电器冗余BBS改造2,FaultReport,16A02-16056,16A02-16056,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522246,16A02车继电器冗余BBS改造2,FaultReport,16A02-16057,16A02-16057,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522247,16A02车继电器冗余BBS改造2,FaultReport,16A02-16058,16A02-16058,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522248,16A02车继电器冗余BBS改造2,FaultReport,16A02-16059,16A02-16059,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522249,16A02车继电器冗余BBS改造2,FaultReport,16A02-16060,16A02-16060,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5522250,16A02车继电器冗余BBS改造2,FaultReport,16A02-16061,16A02-16061,RS-16,维修五部（16#）,故障修工单,2022-11-04-00.00.00,,,0,,,,,,,,工作令号：整（16A02）-2022-10-9,,N,N,,,,
5631526,由于误操作，开错车号，正确工单WO：5631553,工作完成,16A01-1606,16A01-1606,RS-16,维修五部（16#）,故障修工单,2023-01-13-08.14.00,2023-01-13-12.14.00,240,4,,制动,,,故障,,,由于误操作，开错车号，正确工单WO：5631553,,N,N,,,,
5683149,工单重复，申请删除。正确WO:5682675,工作请求,16A02-16055,16A02-16055,RS-16,维修五部（16#）,故障修工单,2023-02-17-11.00.00,,,0,维修五部,车体,,,故障,,,工单重复，申请删除。正确WO:5682675,,N,N,,,,
5744038,16A01型车继电器冗余BBS改造,结束,16A01-1607,16A01-1607,RS-16,维修五部（16#）,故障修工单,2023-03-10-09.00.00,2023-03-21-17.00.00,480,8,,,,,,,,工作令号：整（16A01）-2023-3-13,根据维保要求对16A01型列车冗余和强制牵引装置改造作业完成。,N,N,,,,
5751998,16A01型车继电器冗余BBS改造,FaultReport,16A01-1601,16A01-1601,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5751999,16A01型车继电器冗余BBS改造,FaultReport,16A01-1602,16A01-1602,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752000,16A01型车继电器冗余BBS改造,FaultReport,16A01-1603,16A01-1603,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752001,16A01型车继电器冗余BBS改造,FaultReport,16A01-1604,16A01-1604,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752002,16A01型车继电器冗余BBS改造,FaultReport,16A01-1605,16A01-1605,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752003,16A01型车继电器冗余BBS改造,FaultReport,16A01-1606,16A01-1606,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752004,16A01型车继电器冗余BBS改造,FaultReport,16A01-1608,16A01-1608,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752005,16A01型车继电器冗余BBS改造,FaultReport,16A01-1609,16A01-1609,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752006,16A01型车继电器冗余BBS改造,FaultReport,16A01-1610,16A01-1610,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752007,16A01型车继电器冗余BBS改造,FaultReport,16A01-1611,16A01-1611,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752008,16A01型车继电器冗余BBS改造,FaultReport,16A01-1612,16A01-1612,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752009,16A01型车继电器冗余BBS改造,FaultReport,16A01-1613,16A01-1613,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752010,16A01型车继电器冗余BBS改造,FaultReport,16A01-1614,16A01-1614,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752011,16A01型车继电器冗余BBS改造,FaultReport,16A01-1615,16A01-1615,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752012,16A01型车继电器冗余BBS改造,FaultReport,16A01-1616,16A01-1616,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752013,16A01型车继电器冗余BBS改造,FaultReport,16A01-1617,16A01-1617,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752014,16A01型车继电器冗余BBS改造,FaultReport,16A01-1618,16A01-1618,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752015,16A01型车继电器冗余BBS改造,FaultReport,16A01-1619,16A01-1619,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752016,16A01型车继电器冗余BBS改造,FaultReport,16A01-1620,16A01-1620,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752017,16A01型车继电器冗余BBS改造,FaultReport,16A01-1621,16A01-1621,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752018,16A01型车继电器冗余BBS改造,FaultReport,16A01-1622,16A01-1622,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752019,16A01型车继电器冗余BBS改造,FaultReport,16A01-1623,16A01-1623,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
5752020,16A01型车继电器冗余BBS改造,FaultReport,16A01-1624,16A01-1624,RS-16,维修五部（16#）,故障修工单,2023-03-17-00.00.00,,,0,,,,,,,,工作令号：整（16A01）-2023-3-13,,N,N,,,,
