工单号,工作要点说明,工单状态,设备编码,车型-列车号,工作班组编码,工作班组名称,工单类型,故障时间,完工时间,修理时间(分钟),计划工时,故障信息来源,系统功能,子项功能,底层功能,故障描述,故障影响,纠正措施,故障情况,处理情况,车辆原因,扣修,扣修天数,晚点分钟,中途晚点分钟,晚点有责
5431477,TC2语音板卡无法连接,结束,AC13-1019,AC13-1019,Y1CL12,检修一组,故障修工单,2022-08-23-22.00.00,2022-08-24-01.32.23,212,1,维修八部,乘客信息（PIS）,广播,,故障,不影响运营,已修理,工作令号:吴日-2022-8-23 TC2语音板卡无法连接,刷新广播词后正常。,N,N,,,,
5431482,EB不缓，切ATC及安全旁路无效,结束,AC13-1009,AC13-1009,Y1CL12,检修一组,故障修工单,2022-08-23-15.18.00,2022-08-24-14.00.00,1362,1,总调-OCC,控制,电气控制设备,,故障,救援,已修理,工作令号:吴日-2022-8-23 EB不缓，切ATC及安全旁路无效,下载MPU及司机室录像，发现TC1激活时列车EB保持回路无法保持，进一步排查列车EB回路发现TC1轴CF01RGS和UA800H/1点位缩针，重做连接器后多次测试列车EB功能均正常。,Y,N,,,,
5431700,M1车空调故障，出风口没冷风,结束,AC13-1029,AC13-1029,Y1CL12,检修一组,故障修工单,2022-08-24-05.30.00,2022-08-24-11.10.26,340,1,总调-OCC,空调,空调电气控制,断路器,接线松动,不影响运营,已修理,工作令号:吴日-2022-8-23 M1车空调故障，出风口没冷风,上车检查后发现M1空调柜内CMX3ACVP的10点位缩针重新压按后故障消失,Y,N,,,,
5435838,人工广播时断时续。,结束,AC13-1001,AC13-1001,Y1CL12,检修一组,故障修工单,2022-08-26-10.00.00,2022-08-26-15.35.27,335,0,维修八部,乘客信息（PIS）,广播,音频控制器（DACU）,损坏,不影响运营,已更换,工作令号:吴均-8-39 人工广播时断时续。,DACU1故障，更换后正常,Y,N,,,,
5435862,紧急对讲声音时断时续,结束,AC13-1001,AC13-1001,Y1CL12,检修一组,故障修工单,2022-08-26-10.00.00,2022-08-26-15.43.56,344,1,维修八部,乘客信息（PIS）,广播,音频控制器（DACU）,损坏,不影响运营,已更换,工作令号:吴均-2022-8-31 紧急对讲声音时断时续,上车更换DACU*1后正常。,Y,N,,,,
5435970,8月17日-8月24日报A2车B侧DACU故障,结束,AC13-1008,AC13-1008,Y1CL12,检修一组,故障修工单,2022-08-26-10.00.00,2022-08-27-23.00.00,2220,1,维修八部,乘客信息（PIS）,广播,音频控制器（DACU）,损坏,不影响运营,已更换,工作令号:吴日-2022-8-26 8月17日-8月24日报A2车B侧DACU故障,更换DACU2后故障消失。 更换件：DACU2 旧件：FN06020084 新件：FN06020301,Y,N,,,,
5436036,TC2车空调故障,结束,AC13-1034,AC13-1034,Y1CL12,检修一组,故障修工单,2022-08-26-15.16.00,2022-08-26-19.00.55,225,1,总调-OCC,空调,空调电气控制,控制软件,软件故障,不影响运营,已修理,工作令号:吴日-2022-8-26 TC2车空调故障,上车检查未发现故障，重新刷新WCE软件和应用软件,Y,N,,,,
5437423,MP2牵引故障,结束,AC13-1028,AC13-1028,Y1CL12,检修一组,故障修工单,2022-08-27-19.00.00,2022-08-27-20.56.46,117,1,总调-OCC,牵引,牵引控制单元,监控器,损坏,不影响运营,已更换,工作令号:吴日-2022-8-27 MP2牵引故障,更换牵引agate后正常。 旧件序列号1062-8-16 新件序列号1473-9-22,Y,N,,,,
5437427,全列车动态地图故障，切复无效,结束,AC13-1003,AC13-1003,Y1CL12,检修一组,故障修工单,2022-08-27-20.35.00,2022-08-27-21.01.47,27,1,总调-OCC,乘客信息（PIS）,广播,PIS通讯单元（PCU）,损坏,不影响运营,已修理,工作令号:吴日-2022-8-27 全列车动态地图故障，切复无效,上车测试功能正常，TC1车PIS主机互换，测试两头功能均正常，轮巡正常,Y,N,,,,
5437762,TC2车头尾灯逆变器故障,结束,10A02-10059,10A02-10059,Y1CL12,检修一组,故障修工单,2022-08-28-06.30.00,2022-08-28-15.00.00,510,1,总调-OCC,车体,车内设备,DC/DC整流器,故障,不影响运营,已更换,工作令号:吴日-2022-8-27 TC2车头尾灯逆变器故障,上车发现头灯逆变器只有输入电压，无输出电压，更换头灯逆变器后测试功能正常。(材料由质保提供，坏件由质保回收) 新零部件序列号：19148A033 旧零部件序列号：19148A016,Y,N,,,,
5440923,TC2MP2M2闷热，打半冷,结束,AC13-1024,AC13-1024,Y1CL12,检修一组,故障修工单,2022-08-30-08.10.00,2022-08-30-08.45.36,36,1,总调-OCC,空调,顶置式空调单元,,故障,不影响运营,已修理,工作令号:吴日2022/8/30 TC2MP2M2闷热，打半冷,上车重新安装低压传感器后测试功能正常,N,N,,,,
