工单号,工作要点说明,工单状态,设备编码,车型-列车号,工作班组编码,工作班组名称,工单类型,故障时间,完工时间,修理时间(分钟),计划工时,故障信息来源,系统功能,子项功能,底层功能,故障描述,故障影响,纠正措施,故障情况,处理情况,车辆原因,扣修,扣修天数,晚点分钟,中途晚点分钟,晚点有责
5962704,全列黑屏,结束,AC13-1019,AC13-1019,Y1CL12,检修一组,故障修工单,2023-07-12-10.00.00,2023-07-12-18.53.27,533,1,维修八部,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-12 全列黑屏,上车检查功能正常,N,N,,,,
5962708,M2空调故障,结束,AC13-1013,AC13-1013,Y1CL12,检修一组,故障修工单,2023-07-12-16.50.00,2023-07-12-18.57.00,127,1,维修八部,空调,空调电气控制,CAN HUB ,接线松动,不影响运营,查无原因,工作令号:吴日-2023-7-12 M2空调故障,"上车检查M2空调工作正常，下载MPU记录发现M2空调有一条软件未运行故障。应该是通号故障，现把HVB上的通号端口由1,3调节到2,4，空调工作正常，通信正常。",N,N,,,,
5962714,lcd全列黑屏,结束,AC13-1036,AC13-1036,Y1CL12,检修一组,故障修工单,2023-07-12-10.00.00,2023-07-12-19.00.03,540,1,总调-王文俊,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-12 全列黑屏,上车检查功能正常,N,N,,,,
5962717,lcd全列黑屏,结束,AC13-1030,AC13-1030,Y1CL12,检修一组,故障修工单,2023-07-12-10.00.00,2023-07-12-19.02.36,543,1,总调-王文俊,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-12 lcd全列黑屏,上车检查功能正常,N,N,,,,
5962718,lcd全列黑屏,结束,AC13-1037,AC13-1037,Y1CL12,检修一组,故障修工单,2023-07-12-10.00.00,2023-07-12-19.04.17,544,1,总调-王文俊,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-12 lcd全列黑屏,上车检查功能正常,N,N,,,,
5970528,全列车LCD花屏,结束,AC13-1035,AC13-1035,Y1CL12,检修一组,故障修工单,2023-07-16-10.00.00,2023-07-16-20.50.00,650,1,总调-OCC,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-16 全列车LCD花屏,上车检查全列LCD功能正常，显示正常。,N,N,,,,
5970576,全列LCD黑屏,结束,AC13-1009,AC13-1009,Y1CL12,检修一组,故障修工单,2023-07-16-10.00.00,2023-07-16-21.39.02,699,1,总调-OCC,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-16 全列LCD黑屏,上车检查全列LCD功能正常，显示正常。,N,N,,,,
5973622,TC2车火灾控制单元失灵,结束,10A02-10043,10A02-10043,Y1CL12,检修一组,故障修工单,2023-07-17-23.00.00,2023-07-19-22.10.33,2831,1,维修八部,辅助功能,烟火报警系统,烟火报警传感器,故障,不影响运营,已更换,工作令号:吴日-2023-7-17 TC2车火灾控制单元失灵,上车检查TC2烟火主机未起，更换主机后正常，感温电缆故障更换A1-5，B1-7，B1-5。C1-6感温模块后正常，车辆无故障。 名称：FCV主机感温模块 旧件：6125091007032 新件：6125031007061,N,N,,,,
5979277,MP2 7号门动态地图故障,结束,AC13-1025,AC13-1025,Y1CL12,检修一组,故障修工单,2023-07-20-10.00.00,2023-07-20-15.48.14,348,1,维修八部,乘客信息（PIS）,广播,动态线路地图显示器（DMD）,损坏,不影响运营,已更换,工作令号:吴均-2023-7-30 MP2 7号门动态地图故障,MP2 7号门 动态地图更换后正常,Y,N,,,,
5979521,MP2应急控制单元失灵,结束,AC13-1010,AC13-1010,Y1CL12,检修一组,故障修工单,2023-07-20-12.51.00,2023-07-20-17.29.31,279,1,总调-OCC,乘客信息（PIS）,广播,客室控制单元（SCU）,损坏,不影响运营,已更换,工作令号:吴日-2023-7-20 MP2应急控制单元失灵,上车轮巡MP2车PECU均不在线，更换MP2车SCU后恢复正常，轮巡正常。,Y,N,,,,
5979527,全列车LCD黑屏,结束,AC13-1028,AC13-1028,Y1CL12,检修一组,故障修工单,2023-07-20-11.00.00,2023-07-20-19.30.27,510,1,总调-OCC,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-20 全列车LCD黑屏,上车检查全列LCD显示正常,N,N,,,,
5979528,全列车LCD黑屏,结束,AC13-1019,AC13-1019,Y1CL12,检修一组,故障修工单,2023-07-20-14.00.00,2023-07-20-23.32.10,572,1,总调-OCC,乘客信息（PIS）,媒体播放系统,机顶盒,损坏,不影响运营,已更换,工作令号:吴日-2023-7-20 全列车LCD黑屏,更换MP1编码器后全列LCD恢复正常,N,N,,,,
5986560,MP1受电弓碳棒磨耗小于6mm,结束,AC13-1001,AC13-1001,Y1CL12,检修一组,故障修工单,2023-07-24-10.00.00,2023-07-24-16.06.27,366,1,维修八部,牵引,受流设备,受电弓碳滑板,磨损,不影响运营,已更换,工作令号:吴均-2023-7-36 MP1受电弓碳棒磨耗小于6mm,更换后正常,N,N,,,,
5986679,M1车空调故障，打半冷维持运营,结束,AC13-1012,AC13-1012,Y1CL12,检修一组,故障修工单,2023-07-24-08.17.00,2023-07-24-18.08.59,592,1,总调-OCC,空调,空调电气控制,控制板,板卡损坏,不影响运营,已更换,工作令号:吴日-2023-7-24 M1车空调故障，打半冷维持运营,下载故障记录显示M1车控制卡丢失通信，更换控制卡。,Y,N,,,,
5986682,全列车LCD黑屏,结束,AC13-1036,AC13-1036,Y1CL12,检修一组,故障修工单,2023-07-24-10.00.00,2023-07-24-23.12.39,793,1,总调-OCC,乘客信息（PIS）,媒体播放系统,机顶盒,损坏,不影响运营,已更换,工作令号:吴日-2023-7-24 全列车LCD黑屏,上车检查故障仍旧，发现编码器损坏，更换后全列车LCD正常,N,N,,,,
5986683,全列车LCD黑屏,结束,AC13-1030,AC13-1030,Y1CL12,检修一组,故障修工单,2023-07-24-10.00.00,2023-07-24-23.12.39,793,1,总调-OCC,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-24 全列车LCD黑屏,上车检查全列车LCD显示正常信号正常,N,N,,,,
5986685,全列车LCD黑屏,结束,AC13-1009,AC13-1009,Y1CL12,检修一组,故障修工单,2023-07-24-10.00.00,2023-07-24-23.14.46,795,1,总调-OCC,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-24 全列车LCD黑屏,上车检查全列电视机正常,N,N,,,,
5986702,M1车空调故障,结束,AC13-1041,AC13-1041,Y1CL12,检修一组,故障修工单,2023-07-24-08.39.00,2023-07-24-18.45.24,606,1,总调-OCC,空调,顶置式空调单元,,故障,不影响运营,查无原因,工作令号:吴日-2023-7-24 M1车空调故障,上车检查DDU正常，检查控制回路未发现异常，连接电脑测试空调运行正常，下载MPU无故障显示。,N,N,,,,
5986703,TC1车空调故障,结束,AC13-1004,AC13-1004,Y1CL12,检修一组,故障修工单,2023-07-24-10.55.00,2023-07-27-17.47.56,4733,1,总调-OCC,空调,顶置式空调单元,新风温度传感器,失效,不影响运营,已更换,工作令号:吴日-2023-7-24 TC1车空调故障,上车检查发现机组1新风传感器坏，更换后正常,Y,N,,,,
5986711,MP2车空调故障,结束,10A02-10056,10A02-10056,Y1CL12,检修一组,故障修工单,2023-07-24-09.09.00,2023-07-24-18.50.11,581,1,总调-OCC,空调,空调电气控制,接触器K25,接触器故障,不影响运营,已更换,工作令号:吴日-2023-7-24 MP2车空调故障,上车检查为K25继电器坏，更换测试运行正常。,Y,N,,,,
5988596,TC1空压机故障,结束,AC13-1010,AC13-1010,Y1CL12,检修一组,故障修工单,2023-07-25-22.35.00,2023-07-25-22.47.13,12,1,总调-OCC,制动,,,故障,不影响运营,已修理,工作令号:吴日-2023-7-25 TC1空压机故障,上车检查正常，下载MPU无故障显示，测试功能正常,Y,N,,,,
5993344,TC1车6-8门间动态地图黑屏,结束,10A02-10049,10A02-10049,Y1CL12,检修一组,故障修工单,2023-07-28-07.55.00,2023-07-28-14.24.27,389,1,总调-OCC,乘客信息（PIS）,广播,LCD动态地图显示器（LDMU）,故障,不影响运营,已更换,工作令号:吴日-2023-7-28 TC1车6-8门间动态地图黑屏,上车检查发现此故障为设备故障，更换备件后动态地图显示正常。 动态地图（返修件）：新件：Z100L.06.00200401032 旧件：Z100L.06.00200501016,Y,N,,,,
5994377,全列LCD黑屏,结束,AC13-1009,AC13-1009,Y1CL12,检修一组,故障修工单,2023-07-28-10.00.00,2023-07-28-17.52.39,473,1,维修八部,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-28 全列LCD黑屏,上车检查全列车LCD显示正常。,N,N,,,,
5994387,全车LCD黑屏,结束,AC13-1022,AC13-1022,Y1CL12,检修一组,故障修工单,2023-07-28-10.00.00,2023-07-28-18.55.16,535,1,维修八部,乘客信息（PIS）,媒体播放系统,客室LCD显示屏,黑屏,不影响运营,查无原因,工作令号:吴日-2023-7-28 全车LCD黑屏,上车检查全列LCD显示正常黑屏有2,N,N,,,,
5994391,tc1空调故障,结束,10A02-10049,10A02-10049,Y1CL12,检修一组,故障修工单,2023-07-28-14.30.00,2023-07-28-18.57.38,268,1,维修八部,空调,,,故障,不影响运营,查无原因,工作令号:吴日-2023-7-28 tc1空调故障,上车检查TC1空调工作正常，下载记录未发现任何故障记录,N,N,,,,
5399765,AC13均衡修5,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2022-08-06-09.00.00,2022-08-06-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-08-08,,N,N,,,,
5399875,AC13均衡修8,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2022-08-10-09.00.00,2022-08-10-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-08-13,,N,N,,,,
5412350,AC13均衡修7,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2022-08-14-09.00.00,2022-08-14-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-08-19,,N,N,,,,
5420514,AC13均衡修6,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2022-08-18-09.00.00,2022-08-18-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-08-26,,N,N,,,,
5421918,AC13均衡修6,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2022-08-22-09.00.00,2022-08-22-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-08-32,,N,N,,,,
5433438,AC13均衡修8,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2022-08-25-09.30.53,2022-08-25-17.30.53,480,0.4,,,,,,,,工作令号：吴均-2022-08-39,,N,N,,,,
5433553,AC13均衡修8,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2022-08-30-09.00.00,2022-08-30-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-08-44,,N,N,,,,
5444796,AC13均衡修6,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2022-09-03-09.00.00,2022-09-03-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-09-04,,N,N,,,,
5444859,AC13均衡修9,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2022-09-07-09.00.00,2022-09-07-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-09-11,,N,N,,,,
5455117,AC13均衡修8,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2022-09-11-09.00.00,2022-09-11-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-09-17,,N,N,,,,
5466528,AC13均衡修7,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2022-09-15-09.00.00,2022-09-15-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-09-24,,N,N,,,,
5468563,AC13均衡修7,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2022-09-19-09.00.00,2022-09-19-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-09-30,,N,N,,,,
5478445,AC13均衡修9,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2022-09-23-09.00.00,2022-09-23-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-09-36,,N,N,,,,
5478508,AC13均衡修9,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2022-09-27-09.00.00,2022-09-27-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-09-42,,N,N,,,,
5491603,AC13均衡修7,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2022-10-05-09.00.00,2022-10-05-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-10-04,,N,N,,,,
5491689,AC13均衡修10,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2022-10-09-09.00.00,2022-10-09-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-10-10,,N,N,,,,
5506733,AC13均衡修9,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2022-10-13-09.00.00,2022-10-13-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-10-17,,N,N,,,,
5508351,AC13均衡修8,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2022-10-17-09.00.00,2022-10-17-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-10-10,,N,N,,,,
5515253,AC13均衡修8,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2022-10-21-09.00.00,2022-10-21-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-10-30,,N,N,,,,
5515315,AC13均衡修10,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2022-10-25-09.00.00,2022-10-25-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-10-37,,N,N,,,,
5521684,AC13均衡修10,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2022-10-29-09.00.00,2022-10-29-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-10-44,,N,N,,,,
5526946,AC13均衡修8,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2022-11-02-09.00.00,2022-11-02-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-11-02,,N,N,,,,
5535776,AC13均衡修11,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2022-11-10-09.00.00,2022-11-10-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-11-13,,N,N,,,,
5537638,AC13均衡修10,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2022-11-14-09.00.00,2022-11-14-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-11-19,,N,N,,,,
5544516,AC13均衡修9,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2022-11-18-09.00.00,2022-11-18-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-11-26,,N,N,,,,
5546999,AC13均衡修9,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2022-11-22-09.00.00,2022-11-22-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-11-33,,N,N,,,,
5557180,AC13均衡修11,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2022-11-26-09.00.00,2022-11-26-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-11-39,,N,N,,,,
5557512,AC13均衡修11,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2022-11-30-09.00.00,2022-11-24-15.35.48,60,0.4,,,,,,不影响运营,已修理,工作令号：吴均-2022-11-46,更换后正常,N,N,,,,
5568833,AC13均衡修9,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2022-12-04-09.00.00,2022-12-04-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-12-06,,N,N,,,,
5579020,AC13均衡修12,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2022-12-08-09.00.00,2022-12-08-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-12-11,,N,N,,,,
5581378,AC13均衡修11,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2022-12-12-09.00.00,2022-12-12-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-12-18,,N,N,,,,
5592536,AC13均衡修10,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2022-12-16-09.00.00,2022-12-16-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-12-25,,N,N,,,,
5592582,AC13均衡修10,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2022-12-20-09.00.00,2022-12-20-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-12-31,,N,N,,,,
5601215,AC13均衡修12,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2022-12-24-09.00.00,2022-12-24-16.00.00,420,0.4,,,,,,,,工作令号：吴均-2022-12-38,"已按均修规程完成10001车均衡修12作业，现列车正常。 领取并更换全列车空调混合风滤网24片。(材料从物流仓库领取,坏件无回收)",N,N,,,,
5601243,AC13均衡修12,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2022-12-28-09.00.00,2022-12-28-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2022-12-45,,N,N,,,,
5609263,AC13均衡修10,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2023-01-01-09.00.00,2023-01-01-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-1-1,,N,N,,,,
5615718,AC13均衡修1,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2023-01-05-09.00.00,2023-01-05-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-1-08,,N,N,,,,
5617126,AC13均衡修12,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2023-01-09-09.00.00,2023-01-09-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-1-15,,N,N,,,,
5628378,AC13均衡修11,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2023-01-13-09.00.00,2023-01-13-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-1-21,"已按均修规程完成1031车均衡修11作业，现列车正常。 领取并更换全列车空调混合风滤网24片。(材料从物流仓库领取,坏件无回收)",N,N,,,,
5630532,AC13均衡修11,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2023-01-17-09.00.00,2023-01-17-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-1-28,,N,N,,,,
5638491,AC13均衡修1,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2023-01-25-09.00.00,2023-01-25-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-1-37,,N,N,,,,
5638515,AC13均衡修1,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2023-01-29-09.00.00,2023-01-29-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-1-44,,N,N,,,,
5655958,AC13均衡修11,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2023-02-02-09.00.00,2023-02-02-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-2-03,,N,N,,,,
5660089,AC13均衡修2,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2023-02-06-09.00.00,2023-02-06-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-2-09,,N,N,,,,
5666183,AC13均衡修1,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2023-02-10-09.00.00,2023-02-10-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-2-16,,N,N,,,,
5666249,AC13均衡修12,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2023-02-14-09.00.00,2023-02-14-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-2-23,,N,N,,,,
5682423,AC13均衡修12,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2023-02-18-09.00.00,2023-02-18-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-2-29,,N,N,,,,
5689421,AC13均衡修2,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2023-02-22-09.00.00,2023-02-22-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-2-36,,N,N,,,,
5692571,AC13均衡修2,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2023-02-26-09.00.00,2023-02-26-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-2-43,,N,N,,,,
5703253,AC13均衡修12,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2023-03-02-09.00.00,2023-03-02-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-3-02,,N,N,,,,
5703306,AC13均衡修3,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2023-03-06-09.00.00,2023-03-06-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-3-09,,N,N,,,,
5718325,AC13均衡修2,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2023-03-10-09.00.00,2023-03-10-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-3-16,,N,N,,,,
5718598,AC13均衡修1,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2023-03-14-09.00.00,2023-03-14-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-3-22,,N,N,,,,
5740059,AC13均衡修1,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2023-03-22-09.00.00,2023-03-22-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-3-34,,N,N,,,,
5745367,AC13均衡修3,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2023-03-26-09.00.00,2023-03-26-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-3-39,,N,N,,,,
5754514,AC13均衡修3,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2023-03-30-09.00.00,2023-03-30-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-3-46,,N,N,,,,
5758202,AC13均衡修1,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2023-04-03-09.00.00,2023-03-30-17.11.03,360,0.4,,,,,,,,工作令号：吴均-2023-4-05,,N,N,,,,
5771331,AC13均衡修4,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2023-04-07-09.00.00,2023-04-07-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-4-11,,N,N,,,,
5771430,AC13均衡修3,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2023-04-11-09.00.00,2023-04-11-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-4-18,,N,N,,,,
5783659,AC13均衡修2,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2023-04-15-09.00.00,2023-04-15-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-4-25,,N,N,,,,
5796561,AC13均衡修2,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2023-04-19-09.00.00,2023-04-19-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-4-31,,N,N,,,,
5804344,AC13均衡修4,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2023-04-23-09.00.00,2023-04-23-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-4-38,,N,N,,,,
5813960,AC13均衡修4,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2023-04-27-09.00.00,2023-04-27-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-04-45,,N,N,,,,
5818584,AC13均衡修2,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2023-05-05-09.00.00,2023-05-05-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-5-04,,N,N,,,,
5832629,AC13均衡修5,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2023-05-09-09.00.00,2023-05-09-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-5-11,,N,N,,,,
5841953,AC13均衡修4,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2023-05-13-09.00.00,2023-05-13-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-5-17,,N,N,,,,
5852774,AC13均衡修3,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2023-05-17-09.00.00,2023-05-17-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-5-24,,N,N,,,,
5854930,AC13均衡修3,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2023-05-21-09.00.00,2023-05-21-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-5-31,,N,N,,,,
5868029,AC13均衡修5,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2023-05-25-09.00.00,2023-05-25-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-5--37,,N,N,,,,
5870111,AC13均衡修5,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2023-05-29-09.00.00,2023-05-29-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-5-44,,N,N,,,,
5890188,AC13均衡修3,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2023-06-06-09.00.00,2023-06-06-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-6-07,,N,N,,,,
5897693,AC13均衡修6,工作完成,AC13-1013,AC13-1013,Y1CL12,检修一组,计划修工单,2023-06-10-09.00.00,2023-06-10-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-6-14,,N,N,,,,
5898208,AC13均衡修5,工作完成,AC13-1019,AC13-1019,Y1CL12,检修一组,计划修工单,2023-06-14-09.00.00,2023-06-14-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-6-21,,N,N,,,,
5911981,AC13均衡修4,工作完成,AC13-1031,AC13-1031,Y1CL12,检修一组,计划修工单,2023-06-18-09.00.00,2023-06-18-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-6-27,,N,N,,,,
5920857,AC13均衡修4,工作完成,AC13-1025,AC13-1025,Y1CL12,检修一组,计划修工单,2023-06-22-09.00.00,2023-06-22-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-6-34,,N,N,,,,
5929435,AC13均衡修6,工作完成,AC13-1001,AC13-1001,Y1CL12,检修一组,计划修工单,2023-06-26-09.00.00,2023-06-26-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-6-41,,N,N,,,,
5930965,AC13均衡修6,工作完成,AC13-1007,AC13-1007,Y1CL12,检修一组,计划修工单,2023-06-30-09.00.00,2023-06-30-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-6-47,,N,N,,,,
5943492,AC13均衡修4,工作完成,AC13-1037,AC13-1037,Y1CL12,检修一组,计划修工单,2023-07-04-09.00.00,2023-07-04-17.00.00,480,0.4,,,,,,,,工作令号：吴均-2023-7-03,"已按均修规程完成1037车均衡修4作业，现列车正常。 领取并更换全列车空调混合风滤网24片。(材料从物流仓库领取,坏件无回收)",N,N,,,,
